IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>33>;14>38>36>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>14>;2>14>2>;2>14>41>;2>2>;2>2>31>;2>3>;2>31>;2>31>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>36>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
29128-6389;insucesso;0;0;0;0;0;8;1;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
29232-4604;insucesso;1;0;1;1;0;30;1;10;2;1;1;2;0;0;6;0;3;0;1;0;0;0;0;0;0;1;1;0;4;1;0;1;1;0;0;2;2;0;0;0;1;1;0;0;16;0;0;5;1;0;2;1;4;3;3;0;2;0;0;0;0;5;1;3;16;6;0;3;0;0;1;6;2;1;0;1;1;1;0;0;1;2;2;1;1;18;2;0;13;2;6;1;1;1;0;1;1;0;1;1;1;0;0;4;3;2;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;2;0;1;0;0;1;0;8;2;1;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;2;2;1;0;
29300-4605;insucesso;1;1;1;1;0;11;0;1;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;2;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;0;1;0;1;2;0;1;1;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;1;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;4;1;1;0;0;0;0;6;0;1;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
29492-7118;SUCESSO;2;2;1;1;0;58;1;5;0;0;0;0;0;0;6;0;5;1;2;1;0;0;0;0;0;1;0;0;15;0;0;6;2;0;0;2;0;1;1;1;1;1;0;0;17;1;1;3;0;2;2;0;0;0;0;0;2;0;1;1;0;0;0;0;12;3;2;0;0;0;0;2;1;1;0;0;0;0;0;0;0;2;2;1;0;15;1;1;10;3;2;1;0;0;0;2;2;0;0;0;0;1;0;0;0;0;1;1;1;0;17;0;1;0;3;0;2;1;1;1;1;1;8;1;0;2;0;0;0;40;0;2;1;1;0;13;0;0;7;2;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8;1;0;4;0;0;2;
29626-4605;SUCESSO;1;0;1;1;0;20;1;5;1;2;0;0;0;0;3;0;1;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;1;1;1;0;1;1;0;1;1;0;0;12;1;1;2;0;1;4;0;0;1;1;0;3;0;0;0;0;0;0;0;8;0;0;0;0;0;0;6;0;4;0;2;1;1;1;0;0;0;0;0;0;9;0;0;5;0;4;3;1;1;1;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;7;0;2;1;5;0;3;3;3;3;1;1;7;1;1;1;1;0;0;17;0;1;2;1;2;3;0;0;2;0;0;1;0;0;1;2;1;0;0;1;1;1;1;1;2;2;0;0;0;3;1;1;0;
29688-6398;SUCESSO;2;2;1;1;0;43;0;6;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;0;1;11;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;17;0;0;1;0;0;1;0;0;0;0;0;2;0;2;2;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;2;0;2;2;2;1;1;1;5;0;1;1;0;0;0;20;1;1;0;0;0;2;0;0;0;0;0;2;2;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;
29800-4130;insucesso;1;1;1;0;0;14;0;7;0;2;1;1;0;0;5;0;3;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;11;1;1;0;0;0;2;0;0;1;1;2;2;2;0;0;0;0;0;0;6;0;0;0;0;0;0;4;0;2;0;1;1;0;0;0;0;0;0;0;0;8;1;0;5;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;4;1;1;0;1;0;0;6;1;1;0;0;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;0;
29887-6398;insucesso;1;1;0;0;0;33;0;3;0;2;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;2;0;0;8;0;0;4;0;0;0;1;1;1;1;1;0;0;0;0;12;0;0;1;0;1;3;0;0;0;0;0;2;1;1;1;0;2;1;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;4;0;0;0;0;2;2;0;2;7;0;1;0;3;1;2;1;1;1;0;0;5;0;2;2;2;0;0;35;1;0;4;1;1;12;0;3;5;4;3;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;
30137-7118;SUCESSO;3;2;1;0;0;35;2;6;0;0;0;0;0;0;5;0;2;0;0;0;0;1;0;0;0;2;0;2;8;1;1;1;0;0;0;1;0;2;2;1;2;2;1;0;13;2;1;0;0;0;3;0;0;2;2;0;2;0;2;1;0;1;0;0;13;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;2;0;3;0;16;0;1;8;0;1;1;0;0;0;0;0;0;0;2;1;2;0;1;0;0;2;2;1;1;13;0;2;1;9;0;5;3;3;3;1;1;8;1;2;3;0;1;0;30;2;3;3;1;1;4;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;
30609-7274;insucesso;0;0;0;0;0;27;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;10;0;0;3;2;0;0;0;0;1;1;0;0;0;0;0;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;4;0;1;0;3;1;1;0;0;0;0;0;6;2;2;1;1;0;0;17;0;0;0;0;1;3;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30627-4604;SUCESSO;0;0;0;0;0;59;0;10;1;0;0;0;0;0;8;0;6;1;1;0;0;0;0;0;0;4;0;2;12;0;0;1;0;3;2;2;0;1;1;0;2;2;1;0;12;0;0;2;0;0;1;0;0;0;0;0;4;0;0;0;0;1;0;1;10;4;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;4;3;1;1;12;1;0;9;3;3;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;4;3;1;1;43;1;3;1;17;0;9;6;1;1;0;2;12;2;4;5;0;0;0;37;0;0;0;0;2;3;0;0;1;0;0;0;0;0;0;4;1;0;0;1;4;2;2;2;1;1;3;2;0;2;1;1;0;
30676-6388;SUCESSO;0;0;0;0;0;27;0;4;0;0;0;0;0;0;7;0;4;0;0;0;0;0;0;0;0;3;0;1;6;0;2;0;0;0;0;1;0;1;1;1;5;3;0;0;8;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;1;1;0;3;0;2;0;1;0;0;0;0;1;0;0;2;0;15;2;1;8;0;2;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;3;1;1;0;14;2;1;0;4;0;3;2;1;0;0;1;7;1;2;2;0;0;0;19;1;1;2;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;4;0;0;2;
30732-4130;SUCESSO;2;2;1;0;0;53;3;2;0;0;0;0;0;0;4;0;3;0;2;1;0;0;0;0;0;1;0;0;12;1;0;5;3;1;1;1;0;2;2;1;2;2;1;0;10;1;1;0;0;0;1;0;0;0;0;0;2;0;1;0;2;0;0;0;11;2;0;0;0;0;0;5;0;2;0;0;0;0;0;1;0;3;1;0;1;16;1;0;7;0;5;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;1;0;4;0;1;0;1;0;1;0;0;0;0;1;8;0;1;0;0;1;0;34;0;2;2;1;1;6;0;0;3;1;0;3;2;2;1;7;0;2;1;4;3;2;3;2;1;1;22;4;2;4;1;1;0;
30743-4605;SUCESSO;3;2;2;1;0;46;1;3;2;0;0;0;1;1;3;0;2;0;1;1;1;0;0;0;0;2;0;0;13;1;1;3;0;0;0;2;0;1;1;0;2;2;0;1;12;2;2;4;0;2;2;0;0;1;1;0;1;0;0;0;1;3;0;3;19;1;0;0;0;0;0;6;0;3;0;2;1;0;0;1;0;2;1;0;0;18;0;0;10;0;3;2;1;1;0;0;0;0;0;2;1;1;0;0;0;0;1;1;0;0;3;0;0;0;1;0;0;0;0;0;0;2;5;2;0;1;1;0;0;27;0;1;4;1;1;4;0;1;0;0;0;2;1;1;1;1;0;1;0;0;1;1;1;1;0;0;14;0;0;5;0;0;0;
30749-4130;insucesso;0;0;0;0;0;45;0;3;0;0;0;0;2;0;8;0;6;0;4;1;0;0;1;0;0;1;0;0;9;0;0;3;0;0;0;1;0;2;2;0;1;1;0;0;8;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;4;0;1;29;1;0;1;0;0;0;21;1;13;0;9;6;2;0;3;4;3;1;6;2;30;2;0;22;0;16;11;7;4;0;1;0;2;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;2;0;0;53;1;1;4;4;2;14;0;0;7;5;3;0;0;0;0;7;1;0;0;1;3;2;2;0;1;1;0;0;0;2;1;1;0;
30749-7118;SUCESSO;2;0;2;2;0;56;0;3;2;0;1;0;1;0;13;0;6;0;4;4;3;0;0;0;0;3;0;0;9;1;1;2;1;0;0;1;0;1;1;1;1;1;1;0;20;1;0;4;0;3;1;0;0;3;3;0;0;0;1;1;2;5;0;3;20;3;1;1;1;1;3;15;2;11;2;6;4;3;3;1;0;2;1;2;2;35;2;2;19;0;14;10;6;4;3;0;0;0;0;1;1;3;2;2;1;1;4;3;0;2;20;0;3;2;6;0;1;1;1;1;0;1;12;2;3;1;0;6;3;43;0;3;4;2;2;14;0;3;5;2;0;2;1;0;2;5;0;2;1;1;1;1;0;0;1;1;1;0;0;4;1;1;0;
30760-4604;insucesso;0;0;0;0;0;37;1;7;0;1;2;0;0;0;12;0;10;0;1;1;0;0;0;0;0;1;0;0;3;0;0;1;0;2;0;2;2;1;1;1;3;3;1;0;14;0;0;0;0;0;2;0;0;2;2;0;3;2;0;0;0;0;0;0;24;2;0;0;0;0;0;7;0;5;0;2;1;1;0;0;3;0;0;4;7;26;0;1;18;1;4;4;1;0;0;0;0;0;5;0;0;3;1;0;0;0;1;1;0;1;3;0;1;0;1;1;1;0;0;0;0;0;7;1;1;0;1;0;0;20;0;2;1;1;1;3;0;0;1;0;0;0;0;0;0;13;3;0;3;7;5;4;1;0;2;2;0;0;0;3;2;2;0;
30763-4605;SUCESSO;3;2;2;1;0;38;2;8;1;2;2;0;4;4;4;0;3;0;2;1;1;0;0;0;0;5;0;0;9;0;1;2;0;1;0;4;0;0;0;0;3;3;0;0;26;2;2;4;0;1;3;0;0;4;2;0;3;0;0;0;2;8;0;8;19;2;0;1;1;1;1;6;1;2;0;1;0;0;0;1;0;3;2;1;1;17;0;1;11;0;4;1;1;0;0;0;0;0;1;0;0;4;0;0;0;0;1;1;1;0;7;0;1;0;5;0;2;0;0;0;0;1;9;4;0;0;2;0;0;34;2;1;2;1;1;6;0;0;1;0;0;3;2;2;1;6;0;2;1;0;2;0;1;0;4;4;0;0;0;7;3;3;0;
30770-4604;SUCESSO;5;1;3;2;0;112;4;16;2;2;2;0;0;0;24;0;13;2;4;2;1;0;2;0;0;15;0;3;24;3;4;2;0;0;0;2;0;1;1;1;2;2;1;0;31;5;3;8;0;2;4;0;0;4;3;0;3;0;1;1;2;1;0;1;43;14;4;2;0;0;1;18;7;13;4;5;2;2;1;1;1;2;2;2;4;47;8;1;32;5;15;11;3;1;1;1;1;0;1;4;1;5;1;3;2;2;5;5;4;1;26;1;3;1;6;0;4;1;1;1;0;4;30;9;5;4;1;0;0;51;2;3;8;3;2;7;0;3;3;2;0;4;1;1;2;10;0;2;3;4;0;0;0;0;3;3;0;0;0;5;3;3;0;
30776-4605;SUCESSO;0;0;0;0;0;145;13;15;9;0;0;0;5;4;32;3;22;2;6;3;3;3;5;0;0;8;0;2;21;1;1;4;3;9;4;8;0;0;0;0;1;1;0;0;30;0;0;20;0;2;0;0;0;2;0;0;1;0;0;0;2;10;0;8;51;9;3;0;0;0;0;16;1;6;1;4;3;3;2;2;0;6;4;1;4;59;5;2;44;7;12;6;4;3;3;4;2;0;2;3;3;1;1;8;6;4;2;1;1;0;9;0;0;0;3;0;1;1;1;1;1;0;21;8;2;3;2;3;2;38;0;1;2;1;1;7;0;0;4;1;0;0;0;0;0;28;6;2;2;7;11;5;6;2;6;3;11;0;0;11;4;2;0;
30779-4130;SUCESSO;3;0;2;1;0;50;3;4;0;0;1;0;5;4;8;0;6;0;3;1;1;0;9;0;0;1;0;0;5;0;0;0;0;1;0;3;0;3;3;1;4;4;2;1;24;3;2;2;0;0;5;0;0;3;0;0;1;0;1;0;0;25;0;12;17;3;1;0;2;2;0;8;1;4;0;2;1;1;0;0;1;1;0;2;3;30;2;2;12;0;7;3;2;1;1;0;0;0;1;0;0;1;1;26;6;4;3;2;1;1;18;0;2;1;13;0;6;3;1;1;1;0;11;1;3;0;0;18;5;25;1;0;0;0;0;1;0;0;0;0;0;3;0;0;2;6;0;0;4;2;1;1;0;0;5;2;8;0;0;8;4;2;0;
30795-4130;SUCESSO;0;0;0;0;0;23;1;2;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;1;6;0;0;1;1;0;0;3;0;1;1;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;3;0;0;0;2;0;1;0;0;0;0;1;5;1;0;1;0;1;0;10;1;0;1;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;5;0;0;0;
30797-4130;SUCESSO;3;2;2;1;0;56;2;6;0;2;0;0;0;0;11;0;7;0;3;2;2;0;0;0;0;2;0;0;13;1;0;2;0;9;0;1;0;1;1;0;1;1;0;1;16;2;1;1;0;0;5;0;0;0;0;0;0;0;1;1;0;2;0;1;19;2;0;0;0;0;0;7;1;2;1;2;1;1;1;1;1;3;1;1;0;27;4;0;15;1;4;2;2;1;1;2;1;0;0;0;0;1;0;2;1;1;2;2;1;0;19;0;0;0;6;0;4;3;1;1;1;2;9;1;2;1;2;0;0;40;1;1;0;0;0;8;0;0;0;0;0;4;2;1;1;12;0;0;0;0;15;11;3;1;1;1;2;0;0;2;1;1;0;
30801-4130;SUCESSO;0;0;0;0;0;55;1;4;0;1;0;0;3;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;16;1;0;2;0;0;0;2;0;1;1;0;0;0;0;0;14;0;0;0;0;0;1;0;0;1;1;0;2;0;0;0;3;4;0;1;17;2;0;0;0;0;0;8;1;5;1;4;2;1;0;0;1;0;0;1;2;16;0;1;8;1;4;4;4;2;1;0;0;0;1;0;0;1;1;1;1;1;2;1;0;0;2;0;0;0;1;0;1;1;1;1;1;1;7;1;2;1;1;0;0;47;1;2;0;0;1;5;0;0;0;0;0;0;0;0;0;9;0;2;3;3;0;0;0;0;0;0;19;3;0;7;0;0;1;
30806-4604;SUCESSO;2;1;1;1;0;56;3;6;0;0;0;0;0;0;14;0;9;0;4;3;3;0;0;0;0;6;0;0;6;0;0;2;2;0;0;4;0;1;1;1;0;0;0;0;17;0;0;1;0;1;2;0;0;1;1;0;3;0;2;2;1;0;0;0;26;3;0;0;0;0;3;15;1;11;1;7;6;4;2;0;3;0;0;4;2;29;0;0;19;0;10;8;5;4;4;0;0;0;0;1;0;3;1;0;0;0;1;1;1;0;5;0;1;0;2;0;1;1;1;1;1;1;16;1;1;1;3;0;0;39;0;2;1;0;3;7;0;0;3;1;0;2;2;1;1;6;2;0;2;4;2;1;2;1;15;13;0;0;0;13;11;11;0;
30811-4605;insucesso;1;0;0;0;0;34;5;5;0;0;1;1;0;0;2;0;2;0;0;0;0;0;0;0;0;5;1;0;9;1;0;2;0;0;0;2;0;1;1;1;0;0;0;0;18;0;0;0;0;0;3;0;0;2;1;3;5;2;0;0;0;0;0;0;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;1;0;6;0;1;0;1;1;1;1;0;0;0;1;11;0;1;0;6;0;0;35;2;3;1;0;1;11;1;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;
30821-4605;SUCESSO;2;0;2;2;0;120;51;13;2;6;1;0;6;2;11;0;8;0;2;0;0;3;0;0;0;10;0;0;10;0;0;3;0;8;5;5;0;1;1;0;1;1;0;0;29;1;1;6;0;1;10;0;0;1;0;0;5;0;0;0;0;12;0;4;19;0;0;0;1;1;1;6;0;1;0;1;0;0;0;0;0;0;0;1;0;21;2;0;13;0;3;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;4;4;3;1;75;3;2;1;24;0;17;12;10;5;5;4;28;3;4;3;4;3;2;53;0;2;0;0;0;9;0;0;0;0;0;2;0;0;2;15;0;0;0;1;16;10;9;8;5;5;28;14;6;10;5;5;2;
30876-4604;insucesso;2;2;1;1;28;81;3;6;0;1;2;0;0;0;38;0;27;0;13;8;0;0;0;0;0;6;0;0;15;2;0;2;2;0;0;2;1;1;1;1;3;3;2;0;19;1;0;0;0;0;4;2;0;5;2;0;2;0;2;2;2;1;0;1;60;4;0;0;1;0;2;29;0;13;0;6;1;1;0;2;5;4;3;11;4;71;1;3;51;2;25;13;6;1;0;2;2;5;2;7;4;5;7;0;0;0;3;1;0;1;8;0;1;0;3;1;2;2;2;1;0;1;14;0;3;4;2;0;0;47;0;3;11;7;2;10;0;4;7;2;1;2;2;2;1;34;4;2;2;1;0;0;0;0;2;2;0;0;0;4;2;2;0;
30879-4604;SUCESSO;2;2;1;1;0;25;5;0;0;0;0;0;4;3;5;1;2;1;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;8;1;1;4;0;1;2;0;0;0;0;0;0;0;2;2;0;7;0;6;8;1;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;2;2;0;0;8;3;0;5;1;0;0;0;0;0;2;2;0;0;1;1;1;1;3;0;0;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;2;5;0;1;1;0;4;1;14;0;0;0;0;0;4;0;0;2;2;0;2;2;1;1;3;0;0;1;0;6;2;1;0;0;0;3;0;0;2;0;0;1;
30887-4604;insucesso;2;2;0;0;0;19;0;8;1;2;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;13;1;0;5;1;1;2;0;0;1;1;0;1;1;1;1;0;0;0;0;6;1;0;1;0;0;2;4;1;0;0;0;0;0;0;0;1;0;0;1;0;5;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;10;0;0;1;1;1;1;0;0;0;0;0;2;2;2;1;4;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;
30907-4604;insucesso;2;2;1;0;0;35;0;9;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;17;1;1;1;0;0;3;0;2;0;0;0;2;1;1;1;0;2;1;0;5;0;0;0;0;0;0;4;0;3;0;1;1;1;0;1;0;1;0;0;0;14;1;0;5;0;4;3;1;1;0;0;0;0;0;1;0;1;0;2;2;2;1;1;1;0;4;0;0;0;1;0;1;0;0;0;0;1;5;1;1;0;1;0;0;17;0;1;1;0;2;6;0;1;2;2;0;2;2;2;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;2;1;1;0;
30961-7274;insucesso;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30983-4604;SUCESSO;3;2;2;2;0;51;2;13;0;2;0;0;0;0;8;0;4;0;3;1;1;0;0;0;0;0;0;0;13;0;3;2;0;0;0;1;0;1;1;0;0;0;0;0;22;2;2;2;0;0;4;0;0;2;2;0;1;0;2;2;1;1;0;0;16;3;0;1;0;0;2;6;1;4;1;2;1;1;1;0;0;0;0;1;1;20;1;0;9;1;5;3;2;1;1;0;0;0;0;0;0;1;4;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;7;0;1;1;0;1;0;32;2;0;6;2;1;8;0;0;1;0;0;3;2;2;2;5;1;1;3;0;0;0;0;0;0;0;10;3;1;2;0;0;1;
30989-4604;SUCESSO;3;3;0;0;0;58;8;9;3;0;0;0;0;0;7;3;4;1;0;0;0;1;0;0;0;8;0;1;18;1;2;5;0;0;0;1;0;1;1;0;0;0;0;0;18;0;0;8;0;2;0;0;0;0;0;0;1;0;2;2;0;3;0;2;7;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;11;6;0;7;6;0;0;0;0;0;4;4;0;0;1;1;0;0;0;0;0;2;2;0;1;10;1;2;1;3;0;1;1;1;1;1;1;12;8;2;2;0;0;0;29;1;4;2;1;2;7;0;0;1;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;1;0;
30990-4604;SUCESSO;2;1;2;1;0;80;4;3;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;3;0;0;24;0;1;4;1;0;0;3;0;1;1;1;0;0;0;0;16;2;2;5;0;2;1;0;0;0;0;0;1;0;1;1;0;1;0;1;16;4;0;2;0;0;0;4;0;1;0;0;0;0;0;1;0;1;1;0;0;16;3;0;7;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;2;0;2;9;0;2;2;5;0;3;1;1;1;1;0;10;2;2;1;0;3;1;90;3;2;1;0;1;18;0;0;7;3;0;2;1;1;1;2;0;0;1;1;0;0;0;0;0;0;7;0;0;4;0;0;3;
31001-4130;SUCESSO;1;1;0;0;0;47;1;8;1;0;2;0;2;2;5;0;4;0;0;0;0;0;0;0;0;2;0;0;9;0;0;4;1;1;1;1;0;0;0;0;1;1;1;0;20;0;0;2;0;1;2;0;0;2;2;0;2;0;0;0;0;4;0;4;13;1;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;1;1;1;0;17;1;0;9;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;2;1;1;0;4;0;0;0;2;0;1;0;0;0;0;0;8;0;1;0;0;1;1;51;0;3;1;0;1;9;0;0;2;2;0;1;1;1;0;12;0;0;0;7;4;3;1;1;1;1;11;0;0;8;1;1;1;
31005-6398;insucesso;0;0;0;0;0;10;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31068-7118;SUCESSO;2;0;2;2;0;49;0;7;1;2;1;0;0;0;9;0;7;0;0;0;0;1;0;0;0;5;0;2;5;0;0;2;2;0;0;1;0;1;1;1;5;5;2;0;14;1;1;1;0;0;4;0;0;1;1;0;1;0;0;0;0;1;0;0;21;3;2;1;3;3;0;4;1;3;0;2;1;1;0;0;2;1;0;2;5;22;0;0;15;0;3;3;2;1;1;0;0;0;5;5;1;1;3;0;0;0;1;1;1;0;10;0;0;0;6;0;3;2;2;1;1;1;8;2;0;2;0;2;0;16;0;3;3;1;0;6;0;3;5;4;0;2;0;0;2;10;0;0;0;0;0;0;0;0;0;0;7;3;0;2;0;0;1;
