IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>36>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>31>;2>14>41>;2>2>;2>2>31>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>41>41>;2>46>;2>46>1>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>17>;31>30>17>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;7>;7>5>;7>5>5>;7>6>;8>
36152-7098;insucesso;0;0;0;0;12;3;2;0;1;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;1;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;1;0;1;1;1;0;0;0;0;0;0;1;0;4;0;0;3;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;6;0;1;1;1;0;0;0;0;0;0;0;4;1;1;1;0;0;15;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2;2;0;0
36153-5469;insucesso;1;0;1;1;23;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;0;1;0;0;1;1;1;0;0;0;0;0;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;1;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0
36163-6388;SUCESSO;3;0;3;1;39;0;6;1;0;0;0;2;0;0;7;0;6;0;4;1;0;0;0;0;0;0;3;1;0;4;0;1;0;0;0;1;2;2;0;10;7;1;1;12;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;24;1;1;0;0;0;1;1;1;12;0;5;0;4;4;3;3;1;1;0;1;0;1;0;24;4;0;13;0;0;0;9;4;3;3;3;3;0;0;0;0;1;0;1;1;0;0;0;1;1;1;11;1;1;0;4;0;1;1;1;0;0;0;8;1;1;1;1;0;29;0;3;1;0;0;5;0;0;1;0;0;3;0;0;1;3;0;0;0;0;0;0;3;1;0;0;2;2;1;0;0
36175-6388;insucesso;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;0;1;0;4;0;4;3;1;0;0;1;4;0;1;1;0;0;13;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36182-6398;SUCESSO;1;1;0;0;46;2;3;0;0;1;0;0;13;3;17;0;15;0;7;3;1;0;0;0;0;0;0;0;0;5;0;3;1;0;0;1;1;1;0;11;8;4;0;15;0;0;0;3;0;0;3;0;0;3;3;2;1;0;1;1;1;15;0;7;54;8;1;2;2;2;1;0;1;20;2;11;1;5;4;2;2;0;2;0;1;1;2;1;36;3;1;32;0;0;0;15;6;1;1;1;1;0;0;0;0;3;3;0;0;3;1;0;1;1;0;5;0;0;0;2;0;2;1;1;1;1;1;6;0;1;1;0;3;14;0;1;4;3;0;3;0;0;2;1;0;5;1;1;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
36188-6398;SUCESSO;2;0;2;2;46;1;9;0;1;0;0;1;3;3;11;0;10;2;3;3;2;0;0;0;0;0;1;0;0;11;1;0;4;0;0;0;1;1;1;3;3;1;0;27;0;0;0;4;0;0;6;0;0;0;0;0;4;0;0;0;0;5;0;5;30;4;2;1;1;0;2;2;0;9;0;7;0;3;1;0;0;1;1;3;3;2;2;8;24;1;1;20;2;0;0;8;6;3;1;0;0;0;0;0;1;0;0;2;0;5;5;0;1;1;1;6;0;1;0;1;0;1;0;0;0;0;0;8;0;0;0;1;2;43;0;1;1;1;2;12;0;0;3;0;0;2;0;0;2;14;1;3;3;4;0;0;1;0;0;0;2;1;0;0;0
36196-5388;insucesso;2;0;2;2;40;3;4;0;1;0;0;0;5;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;10;10;1;0;3;1;0;0;1;1;0;1;0;0;0;15;2;1;1;2;0;1;4;0;1;0;0;0;2;1;1;0;0;14;3;4;7;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;7;0;0;0;1;0;0;0;0;0;0;0;4;1;1;2;0;12;20;1;2;0;0;0;7;1;0;1;1;1;3;1;0;2;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0
36196-6398;SUCESSO;1;0;1;1;25;1;3;0;1;0;0;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;0;0;2;0;0;1;1;1;2;0;0;0;0;9;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;5;0;5;2;2;1;1;0;9;0;2;1;0;7;14;1;3;1;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
36202-7274;SUCESSO;1;0;1;1;24;1;5;0;0;1;0;1;1;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;1;0;0;0;0;0;8;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;1;9;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;2;1;2;0;13;2;0;5;0;0;0;1;0;0;0;0;0;2;1;0;0;1;1;1;2;0;0;0;3;1;0;17;0;1;0;6;0;2;0;0;0;0;2;7;2;1;0;0;1;14;0;0;2;0;2;3;0;1;1;0;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0
36211-7098;SUCESSO;1;0;1;1;24;1;3;0;1;1;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;1;0;0;1;1;1;1;0;0;0;0;11;1;1;0;4;0;0;3;0;0;1;1;1;1;0;0;0;0;6;0;5;8;2;0;0;0;1;0;0;0;6;1;4;1;2;1;0;0;0;0;0;0;0;0;0;8;0;0;6;1;0;0;4;2;2;1;0;0;0;0;0;0;1;1;0;0;2;2;0;1;1;1;11;1;0;0;4;0;4;3;3;3;2;1;7;3;1;3;0;3;27;0;1;0;0;1;11;0;0;4;1;0;1;0;0;1;1;1;0;1;0;0;0;1;1;8;1;4;0;0;1;0
36212-5469;SUCESSO;4;4;1;0;93;4;3;0;0;0;0;0;0;0;18;0;9;0;5;1;1;2;0;0;0;0;2;1;0;10;1;0;1;0;0;8;5;5;4;6;5;1;2;25;2;1;0;2;0;0;2;0;0;1;1;1;1;0;1;0;0;0;0;0;51;3;0;0;0;0;0;0;0;20;2;7;0;4;1;1;0;0;0;1;2;1;2;1;54;1;0;30;0;0;0;10;3;3;0;0;0;0;0;0;0;2;2;3;0;2;0;0;3;1;1;9;0;1;0;4;0;4;3;2;2;2;0;10;0;3;1;2;0;62;1;3;2;0;1;8;0;0;1;0;0;4;3;3;1;3;0;0;0;0;0;0;9;8;32;7;14;5;4;4;0
36217-5468;insucesso;0;0;0;0;23;2;4;3;0;0;0;0;0;0;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;3;2;0;3;0;0;0;0;0;0;0;6;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;10;5;0;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;3;2;0;3;2;1;2;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0
36223-5468;SUCESSO;1;1;0;0;13;1;6;0;0;0;0;3;0;0;5;0;3;0;2;1;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;1;1;1;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;1;1;1;3;0;1;1;0;0;0;0;8;2;0;0;0;1;0;0;0;5;1;2;0;1;1;1;1;0;0;0;0;0;0;0;6;1;0;4;0;0;0;3;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;2;0;0;1;1;0;0;0;0;0;1;1;1;0;3;0;2;0;0;0;0;1;1;0;0;1;1;0;0;0
36227-5469;insucesso;0;0;0;0;9;2;1;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;2;1;1;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;4;0;0;2;1;1;0;0;0;0;2;0;0;1;0;0;0;2;2;0;0;3;2;2;0;0
36228-5469;insucesso;1;1;0;0;31;2;3;0;1;0;0;0;0;0;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;1;2;1;0;0;0;0;0;6;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;7;1;4;0;3;3;1;0;0;0;0;0;0;0;0;15;3;0;7;0;0;0;5;3;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;5;0;1;1;3;0;2;2;2;0;0;0;3;1;1;0;0;0;28;0;1;2;1;0;7;0;1;2;1;0;2;1;1;0;1;1;0;0;0;0;0;2;2;0;0;4;2;2;0;1
36230-5468;insucesso;1;0;1;1;17;0;4;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;1;0;0;0;0;0;0;0;5;1;1;1;1;0;0;2;0;0;0;0;0;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;4;0;0;2;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;1;1;0;2;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;2;1;0;0;2;2;1;0;0
36240-6398;SUCESSO;3;2;1;1;34;0;4;0;2;0;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;0;1;0;0;6;0;1;1;1;0;0;1;1;0;1;1;0;0;9;1;1;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;10;2;0;0;0;0;1;1;0;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;13;0;0;8;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;9;0;3;0;5;2;2;0;0;0;0;0;8;1;2;1;1;0;32;1;1;1;1;0;4;0;0;1;1;0;2;1;1;1;1;0;0;1;1;0;1;1;1;1;0;3;1;1;0;0
36245-7098;insucesso;1;1;0;0;14;1;7;1;4;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;12;0;0;0;1;0;0;6;2;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36252-7118;SUCESSO;3;3;0;0;52;5;10;3;0;1;0;0;0;0;25;0;18;2;2;1;1;5;0;0;0;0;5;1;0;8;0;0;3;1;1;2;2;2;1;8;8;2;5;16;1;0;0;4;0;0;2;0;0;1;1;1;1;0;2;2;0;0;0;0;38;13;3;3;3;4;2;2;0;13;6;1;1;1;0;0;0;0;1;0;1;1;1;0;40;2;0;29;6;2;2;7;1;1;0;0;0;1;1;0;0;6;3;1;0;0;0;0;2;1;0;17;0;1;0;9;0;2;0;0;0;0;1;8;2;2;2;1;0;21;1;0;2;2;0;6;0;2;1;0;0;2;2;2;0;3;0;0;0;2;2;0;2;2;2;0;3;2;2;1;0
36253-7098;SUCESSO;2;0;2;2;126;8;17;0;2;4;0;1;0;0;48;0;41;3;12;8;4;2;0;0;0;0;6;4;0;14;0;1;3;0;0;3;3;3;3;30;29;7;2;34;2;2;0;3;0;0;8;0;0;7;5;2;4;0;0;0;1;0;0;0;109;18;4;3;1;1;8;7;2;27;4;17;3;11;9;7;3;2;1;1;6;2;3;2;92;1;4;77;5;7;6;23;15;10;8;6;3;4;2;0;1;6;3;8;3;0;0;0;3;1;1;18;2;1;0;6;1;4;1;0;0;0;0;21;1;3;9;1;0;48;2;1;7;6;2;11;0;1;1;0;0;8;0;0;2;5;0;4;0;0;0;0;2;1;37;24;4;1;1;3;0
36263-5468;SUCESSO;1;1;0;0;92;6;5;0;2;0;0;0;0;0;29;0;19;1;7;2;1;0;0;0;0;0;2;1;0;11;0;1;4;0;0;4;2;2;1;6;6;0;2;18;0;0;0;0;0;0;3;0;0;2;1;0;2;0;1;1;0;0;0;0;44;2;0;1;1;0;0;0;3;13;1;8;0;6;2;1;1;0;1;2;2;0;2;2;48;2;0;32;1;0;0;11;6;4;1;0;0;1;0;0;0;0;0;2;0;1;0;0;1;1;0;7;2;1;0;3;0;2;2;2;2;2;1;10;0;1;1;1;0;38;1;3;7;6;0;9;0;1;1;0;0;1;1;1;0;11;0;0;1;1;1;0;2;1;12;4;8;2;1;0;0
36264-6388;SUCESSO;0;0;0;0;59;2;6;1;3;1;0;0;0;0;21;0;12;0;5;4;2;1;0;0;0;0;6;0;0;14;2;3;3;1;0;4;1;1;0;7;6;1;2;17;0;0;0;2;0;0;5;0;0;4;3;2;0;0;0;0;0;0;0;0;32;3;1;0;0;1;0;0;2;14;2;8;0;3;2;1;1;2;1;4;2;0;3;6;45;2;2;26;0;0;0;12;8;3;2;1;1;0;0;0;1;2;2;3;4;0;0;0;5;5;1;16;0;4;0;8;3;3;2;1;0;0;4;18;5;5;1;1;0;36;2;3;4;0;4;12;0;0;4;1;1;0;0;0;0;13;1;2;6;0;0;0;1;1;8;1;8;1;1;0;0
36267-5468;SUCESSO;2;0;2;2;35;1;4;2;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;1;0;0;1;1;0;0;0;1;1;0;1;10;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;5;2;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;7;0;2;0;4;2;3;1;1;1;1;1;3;1;3;0;0;2;9;0;0;1;0;0;2;0;0;1;0;0;2;0;0;2;4;1;1;2;4;3;3;1;0;0;0;3;0;0;0;0
36274-7098;SUCESSO;0;0;0;0;18;1;2;0;1;1;0;0;0;0;4;0;4;1;1;0;0;0;0;0;0;0;1;0;0;4;2;1;0;0;0;1;2;2;2;4;4;0;2;9;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;13;1;0;0;0;1;1;1;0;6;0;5;0;2;1;0;0;0;1;0;0;0;1;0;17;0;1;9;1;0;0;4;3;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;4;1;0;0;2;0;1;1;0;0;0;0;4;0;1;1;0;1;27;0;3;2;1;1;6;0;0;1;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;8;3;6;0;0;2;0
36276-6388;SUCESSO;1;1;0;0;77;4;3;0;1;0;0;0;0;0;10;0;4;0;4;0;0;0;0;0;0;0;0;0;0;9;0;0;4;3;1;0;0;0;0;1;0;0;0;13;0;0;0;2;0;0;5;0;0;0;0;0;4;0;1;1;8;1;0;0;11;1;0;0;0;1;0;0;0;7;0;2;0;1;1;1;1;0;3;2;0;0;5;3;22;1;2;10;1;0;0;7;2;1;1;1;1;0;0;0;0;1;0;1;3;0;0;0;1;1;1;11;0;1;0;7;1;6;4;2;2;1;0;5;0;1;0;2;0;43;1;4;5;2;2;19;0;4;9;4;4;1;1;1;0;13;0;0;5;3;3;0;0;0;0;0;0;0;0;0;0
36278-7274;SUCESSO;1;0;1;1;61;1;4;0;1;1;0;0;0;0;13;0;10;0;0;0;0;1;0;0;0;0;6;0;0;20;1;0;8;4;0;0;1;1;0;12;11;1;3;15;1;1;0;1;0;0;2;0;0;4;2;1;1;0;0;0;0;0;0;0;49;4;0;2;2;1;0;0;1;12;1;3;0;1;0;0;0;0;0;1;0;0;2;3;35;0;0;22;1;0;0;3;0;0;0;0;0;0;0;0;1;4;4;3;5;0;0;0;3;2;1;16;1;2;0;6;1;1;0;0;0;0;1;20;7;2;2;1;0;46;3;3;2;0;5;15;0;1;7;4;0;3;0;0;1;8;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
36279-7098;SUCESSO;1;1;1;1;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;0;0;1;1;0;1;1;0;0;5;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;8;0;0;0;0;0;1;1;1;5;0;3;0;3;3;2;1;1;0;0;2;2;0;0;10;0;0;3;0;0;0;2;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;23;0;0;0;0;1;6;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36285-5468;SUCESSO;2;2;0;0;182;12;8;0;0;2;0;3;1;0;71;0;56;8;12;7;5;2;0;0;0;0;8;4;0;34;2;2;10;2;2;2;4;4;3;26;26;8;0;36;0;0;0;6;0;0;3;0;0;4;3;1;6;0;0;0;2;2;0;1;143;27;0;6;1;5;7;7;5;32;2;18;2;12;8;3;0;1;2;0;4;0;3;1;126;10;0;91;12;5;5;23;12;9;6;3;0;2;0;0;1;8;3;5;2;14;5;0;3;1;1;20;4;1;0;7;1;2;1;1;0;0;2;22;7;3;7;1;3;69;2;6;6;3;2;19;0;3;4;0;0;2;2;2;0;8;0;2;0;6;5;4;1;1;25;5;8;1;1;1;0
36309-5469;insucesso;0;0;0;0;16;1;3;1;1;0;0;0;0;0;4;0;2;0;1;1;1;0;2;0;0;0;0;0;0;3;0;2;1;0;0;2;1;1;0;1;1;0;0;4;0;0;0;1;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;5;1;0;0;0;0;1;1;1;2;1;1;0;1;1;1;0;0;0;0;1;1;1;0;10;2;0;4;0;0;0;2;1;1;1;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0
36309-7274;insucesso;0;0;0;0;7;0;1;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;5;2;0;3;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
36316-5468;SUCESSO;2;1;1;1;50;1;8;1;0;0;0;2;0;0;9;0;6;0;1;1;0;0;0;0;0;0;0;0;0;13;3;1;2;0;2;0;2;2;2;9;9;3;0;13;1;1;0;4;0;0;1;0;0;1;0;0;2;0;1;1;1;0;0;0;24;6;3;2;1;1;3;3;0;4;1;3;1;1;0;0;0;1;0;0;5;4;0;2;21;2;0;16;1;1;1;4;3;1;0;0;0;2;1;0;2;0;0;0;2;2;0;0;1;1;0;4;1;0;0;1;0;0;0;0;0;0;0;5;0;1;1;0;1;29;1;4;3;3;1;4;0;0;1;0;0;2;1;1;1;7;2;2;0;3;2;3;0;0;0;0;1;0;0;0;0
36318-5469;insucesso;0;0;0;0;24;0;2;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;2;0;0;0;1
36318-6398;insucesso;0;0;0;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
36318-7098;insucesso;1;0;1;1;82;0;9;2;0;1;0;0;0;0;26;0;15;0;5;3;2;2;2;0;0;0;4;0;0;14;0;1;0;0;0;1;1;1;0;9;8;3;1;12;1;1;1;3;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;40;5;2;0;0;2;4;4;0;12;0;3;0;2;0;0;0;0;0;0;2;1;3;3;36;0;1;20;2;0;0;7;3;2;0;0;0;2;1;2;0;2;0;3;3;0;0;0;2;1;0;10;2;1;0;3;0;0;0;0;0;0;1;10;3;2;2;2;0;33;0;0;3;3;1;5;0;1;2;1;0;4;0;0;1;9;2;2;1;0;0;0;0;0;4;2;2;0;0;0;0
36320-5388;insucesso;3;1;2;2;35;2;8;0;0;1;1;4;0;0;3;0;2;0;0;0;0;0;0;0;0;0;2;0;0;7;1;0;1;0;0;3;1;1;0;0;0;0;0;20;1;1;1;0;0;0;3;0;0;1;1;1;5;1;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;1;0;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;2;0;1;0;1;0;1;1;1;0;0;1;7;2;1;1;1;0;40;0;2;0;0;0;12;0;0;5;3;2;3;1;1;2;0;0;0;0;1;0;1;0;0;6;0;3;0;0;0;0
36337-5469;SUCESSO;5;1;3;3;85;5;8;1;0;0;0;1;11;9;11;0;4;0;2;1;1;0;0;0;0;0;2;1;0;12;3;1;2;1;0;2;7;7;2;4;4;0;1;44;2;1;0;7;0;0;9;0;0;3;1;1;5;0;1;1;0;21;0;19;28;6;2;0;0;1;2;2;1;12;3;5;1;2;2;2;1;0;0;0;0;0;0;0;43;1;0;17;2;1;1;8;4;2;2;2;1;0;0;0;0;4;2;1;1;15;12;0;2;1;1;3;0;1;0;2;1;2;1;1;0;0;0;8;3;1;1;0;2;45;4;3;1;1;0;9;0;0;1;0;0;4;1;0;3;3;0;2;0;0;0;0;0;0;7;2;2;0;0;2;0
36341-5388;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
