IdAluno;Resultado;1>;14>;14>14>;14>14>31>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>14>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>30>31>;14>31>31>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>49>48>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>31>;2>2>31>30>;2>2>41>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>41>41>;28>;28>30>;29>;3>;3>14>;3>2>;3>2>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>31>30>31>;30>41>;30>48>;31>;31>14>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>41>41>;31>48>;31>48>30>;32>;32>31>;32>31>30>;32>31>30>30>;32>31>31>;38>;41>;41>14>;41>2>;41>2>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>7>;42>;46>;48>;48>14>;48>29>;48>30>;48>48>;48>48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>31>;7>5>;7>5>5>;7>6>;8>
22522-4604;insucesso;0;23;6;0;6;1;0;0;0;0;1;0;1;10;0;10;1;0;0;0;0;6;0;0;2;0;0;0;7;1;0;0;0;0;0;0;0;2;0;0;2;2;2;4;4;3;0;9;3;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;2;0;18;8;2;2;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;16;3;1;0;15;4;1;0;0;0;0;0;7;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0
22522-6398;insucesso;0;4;0;0;2;1;0;0;0;0;0;0;0;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;2;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0
22554-6398;SUCESSO;1;12;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;9;0;1;0;2;0;3;1;1;1;1;0;0;0;1;3;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22611-4130;insucesso;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;1
22614-4604;insucesso;1;29;2;0;6;2;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;13;0;1;5;1;0;0;0;0;2;0;0;1;1;1;3;3;1;0;10;4;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;5;2;0;1;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;7;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;21;0;0;0;1;0;5;0;0;1;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;1
22694-4604;SUCESSO;1;12;0;0;1;0;0;1;1;0;8;0;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;0;9;0;0;0;0;2;0;0;0;0;2;2;2;0;0;0;0;0;8;0;5;0;6;2;0;0;0;0;1;1;0;5;1;0;4;1;0;0;0;0;0;0;2;0;0;0;0;2;0;7;0;0;0;6;0;5;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0
22906-7098;SUCESSO;1;27;1;0;5;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;1;0;2;0;0;0;0;0;0;0;0;1;1;0;2;2;1;0;12;1;1;0;0;0;0;0;0;0;2;2;1;2;0;0;0;0;0;0;0;0;6;2;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;11;0;0;0;3;0;2;0;0;0;0;0;0;0;0;1;1;0;4;2;0;0;0;0;0;0;0;0;23;1;3;0;5;0;7;0;1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22929-7118;insucesso;0;22;0;0;2;0;0;2;0;0;0;0;0;8;0;4;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;1;1;0;0;0;0;0;0;1;1;1;6;4;2;0;8;0;0;0;0;1;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;0;4;22;1;0;1;12;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;2;0;5;3;3;0;3;2;1;0;0;0;1;7;1;0;1;2;1;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22946-7274;insucesso;0;16;1;0;3;1;1;0;0;0;0;0;0;6;0;4;1;1;1;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;3;1;0;6;2;0;0;0;2;1;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;13;2;1;0;0;1;3;3;2;2;0;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;1;11;1;0;0;8;1;2;2;2;1;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22977-7118;SUCESSO;1;39;2;2;2;0;0;2;1;0;0;0;0;21;0;17;1;12;11;9;7;0;2;1;0;0;0;0;9;2;1;5;2;0;1;0;1;1;1;0;2;2;1;9;9;0;2;8;3;2;0;0;1;1;0;0;0;3;2;1;2;0;0;0;0;0;0;0;0;32;4;0;1;1;0;2;2;3;20;3;2;16;2;13;11;8;5;4;0;3;1;0;0;0;4;1;30;1;0;0;25;1;19;16;13;11;8;5;0;0;1;0;3;2;4;3;0;0;0;0;0;0;0;1;18;2;5;1;6;5;10;2;2;4;0;0;0;0;1;1;0;0;0;0;0;2;0;1;0;1;1;1;0;0;0;1;0;0;1;1;0;0
23038-6398;insucesso;2;19;0;0;4;1;1;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;9;3;1;1;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;1;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
23038-7274;insucesso;2;16;0;0;3;0;2;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;6;1;1;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;6;1;0;1;3;1;0;0;0;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;2;1;0;0;0;0;0;0;0;0;2;3;2;0;0;0;0;2;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
23184-6389;insucesso;0;8;0;0;1;0;0;0;0;0;0;0;0;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;3;0;0;1;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;2;0;0;0;2;0;0;0;2;0;0;1;0;1;1;1;0;0;1;0;0;2;0;0;0;0;7;0;0;0;4;2;1;1;1;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;11;1;0;0;0;0;5;0;0;3;1;1;0;0;0;12;0;3;0;4;1;1;0;0;0;0;0;0;12;6;1;2;0;0;0;0;0;1
23725-4605;insucesso;0;22;0;0;3;0;0;0;0;0;0;0;0;7;0;5;0;3;2;0;0;1;0;1;1;0;0;0;6;2;0;3;2;1;2;0;0;3;1;0;1;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;1;3;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;1;1;11;1;0;0;7;0;3;2;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;16;2;5;0;0;0;6;2;0;4;2;2;0;0;0;4;0;1;1;0;0;2;1;2;0;1;2;1;2;0;0;4;1;0;2;1;0;0
23754-6398;SUCESSO;0;9;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;4;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23953-6388;SUCESSO;1;37;2;0;5;0;2;1;0;0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;12;1;0;0;0;3;0;0;0;0;2;0;0;1;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;2;5;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;11;0;0;0;3;0;3;1;1;0;0;0;0;0;0;0;1;0;0;0;2;1;2;0;0;0;0;0;13;1;2;0;0;0;2;0;0;0;0;0;0;0;1;4;0;2;1;1;0;0;0;0;0;0;0;0;10;3;1;3;0;0;0;0;1;0
24091-6398;SUCESSO;0;21;4;2;2;0;1;1;1;0;0;0;0;14;0;9;0;7;4;2;1;0;0;0;0;2;0;0;2;1;1;0;0;0;0;0;0;2;1;0;2;2;2;1;1;0;0;5;0;0;0;0;2;2;0;0;0;3;2;1;0;0;0;0;2;0;0;0;0;19;1;0;0;0;0;0;0;1;12;1;1;7;1;5;2;0;0;0;1;0;2;2;1;0;1;3;22;3;0;0;16;0;10;5;3;1;0;0;0;0;1;1;0;0;1;0;0;0;3;1;1;0;0;0;5;0;1;0;3;2;0;0;0;0;0;0;0;0;0;5;0;2;2;0;0;2;2;1;1;1;1;1;0;0;0;5;0;1;1;1;0;0
24108-4130;SUCESSO;0;16;0;0;1;0;1;0;0;0;0;0;0;7;0;4;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;2;2;1;4;4;0;0;6;1;0;1;0;2;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1;1;1;2;0;1;2;0;2;1;1;0;0;0;0;0;0;0;0;0;1;11;0;0;0;7;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;10;0;2;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
24676-6388;insucesso;1;18;1;0;3;1;1;1;0;0;0;0;0;7;1;4;0;0;0;0;0;2;1;1;0;0;0;0;3;1;1;1;1;1;0;0;0;1;0;0;1;1;1;5;4;1;0;9;2;0;1;0;2;0;0;2;0;1;1;0;3;2;0;0;0;0;0;0;0;9;3;0;0;0;0;2;2;0;3;1;0;2;0;1;1;1;0;0;0;1;0;4;2;0;2;2;15;2;0;0;8;1;1;1;1;1;0;0;4;2;1;2;2;1;4;0;0;0;1;0;0;0;0;0;12;1;2;0;4;2;5;1;0;3;1;1;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
24676-7274;insucesso;1;12;1;0;6;4;0;0;0;1;0;0;0;3;0;1;0;1;0;0;0;0;1;0;0;0;0;0;4;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;3;2;0;2;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24794-4130;insucesso;1;11;0;0;4;3;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;2;1;1;1;1;1;0;0;0;0;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;7;3;1;0;5;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;5;0;0;3;0;1;1;1;1;0
25130-4130;SUCESSO;0;12;1;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;8;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;1;1;2;1;0;0;1;2;10;0;0;0;4;1;3;1;0;0;0;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;0;0;15;0;1;0;3;3;2;0;2;1;0;0;0;0;0;10;2;1;5;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26702-4605;SUCESSO;0;103;1;1;7;0;2;2;1;0;1;0;0;41;0;20;1;2;1;1;1;2;4;3;0;0;0;0;13;0;1;6;1;0;17;3;1;2;1;0;2;2;2;10;10;1;4;20;2;1;0;0;4;0;0;1;0;2;1;0;2;0;0;0;0;3;0;0;0;51;7;0;1;1;0;0;0;0;10;2;0;1;0;1;1;0;0;0;1;0;0;5;4;2;2;3;70;3;1;4;36;3;4;1;1;1;0;0;4;3;2;2;7;1;9;0;2;1;0;0;0;0;0;5;42;1;2;0;3;1;11;0;1;2;0;0;0;1;0;22;2;0;2;6;1;24;7;2;1;1;2;1;47;15;5;6;2;0;2;0;2;0
26721-4130;insucesso;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26859-6398;SUCESSO;0;59;4;0;5;2;1;2;1;0;3;0;1;8;0;3;0;1;1;0;0;0;0;0;0;9;0;0;16;0;0;7;1;0;9;5;3;0;0;0;4;1;1;3;3;1;0;14;3;0;0;0;2;0;0;1;0;2;1;1;1;0;0;0;6;3;0;1;0;28;6;3;0;0;0;2;2;0;9;3;0;5;2;1;1;0;0;0;0;0;0;2;1;0;0;0;38;3;0;1;21;2;7;5;1;1;0;0;1;0;0;0;0;0;1;0;0;0;14;11;10;0;0;1;31;1;1;1;2;1;11;1;2;2;0;0;0;1;2;12;2;6;0;2;0;13;10;5;4;2;1;1;2;0;0;4;1;0;1;1;0;1
26983-4605;SUCESSO;0;5;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
271-7274;SUCESSO;0;12;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;0;0;1;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;1;0;0;0;0;0;15;0;1;0;3;1;6;1;2;0;0;0;0;0;0;4;0;0;1;3;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;1;0
27328-4130;SUCESSO;0;20;0;0;6;0;0;1;1;0;4;0;2;8;0;7;0;1;1;1;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;6;6;1;0;9;4;0;2;0;1;0;0;0;0;1;1;1;1;0;0;0;0;6;0;3;0;20;2;0;0;0;0;4;4;0;5;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;16;0;3;2;1;1;0;0;0;0;0;0;1;1;1;1;0;0;8;5;4;0;0;0;4;0;0;0;1;0;2;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
27420-7274;SUCESSO;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;2;3;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;7;0;0;0;1;0;3;0;0;1;1;0;0;1;0;2;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27503-4130;SUCESSO;0;17;0;0;3;0;0;2;2;0;1;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;2;0;0;0;0;0;1;0;0;2;2;1;8;8;0;3;7;0;0;0;0;0;0;0;0;0;4;4;2;2;0;0;0;0;1;0;1;0;35;3;0;0;0;1;1;1;0;11;3;0;3;2;2;1;0;0;0;0;0;1;1;1;0;0;1;19;0;0;0;16;0;6;3;2;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;11;0;4;0;0;0;2;1;0;0;0;0;1;0;0;3;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;3;0;0;1;0;1;0
27601-7118;SUCESSO;1;61;5;0;5;2;0;2;2;0;0;0;0;13;1;10;0;5;2;1;1;0;0;1;0;0;0;0;13;0;1;4;2;0;5;3;0;4;1;0;1;1;0;4;4;4;0;10;5;2;1;0;0;0;0;0;0;3;2;1;1;0;0;0;0;0;0;0;0;18;8;0;1;0;1;0;0;1;6;3;1;2;1;1;1;1;1;1;0;0;1;0;0;0;0;3;24;2;0;1;13;1;5;2;1;1;1;1;0;0;0;2;0;0;4;2;0;0;0;0;0;0;0;2;23;1;2;0;2;0;9;1;0;4;2;0;1;0;1;9;4;0;1;0;0;7;5;1;1;0;2;2;12;2;1;7;2;2;2;2;0;0
27658-4604;insucesso;1;6;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27708-4605;SUCESSO;0;15;2;0;1;0;0;0;0;0;0;0;0;8;1;3;0;0;0;0;0;1;1;1;0;0;0;0;4;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;1;0;0;6;1;1;0;0;3;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;12;1;0;1;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;6;13;1;0;0;7;1;1;0;0;0;0;0;1;0;0;2;3;1;3;1;0;0;0;0;0;0;0;0;14;0;3;3;1;0;4;0;0;2;1;0;0;0;0;7;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27794-4604;insucesso;0;6;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;1;3;1;1;0;4;0;0;0;0;0;0;0;1;4;0;0;2;0;0;0;0;0;0;0;0;2;1;1;0;0;2;5;0;0;0;4;0;4;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;2;0;0;1;1;0;1;0;0;4;0;1;1;3;1;0;0;0;0;0;2;1;0;0;0;2;0;0;2;1;0;0
27794-6398;SUCESSO;1;45;2;1;2;0;1;1;1;0;14;0;4;17;0;10;0;2;1;0;0;2;0;0;0;0;0;0;4;0;0;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;17;2;0;1;0;2;0;0;1;0;4;3;0;2;0;0;0;0;16;0;7;0;27;0;0;0;0;0;0;0;2;11;0;1;5;0;1;0;0;0;0;0;0;7;3;2;0;0;11;35;0;0;2;20;0;7;3;1;0;0;0;2;2;0;4;0;0;3;1;1;1;0;0;0;0;0;1;12;0;1;1;1;0;6;0;0;4;3;0;0;1;1;14;0;0;7;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;0
27804-4605;SUCESSO;1;5;0;0;1;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;1;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
27881-4604;insucesso;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27888-4130;SUCESSO;0;23;4;1;3;0;2;0;0;0;0;0;0;4;0;2;0;1;1;0;0;1;1;0;0;0;0;0;5;0;0;4;2;0;1;0;1;2;0;0;2;2;1;1;1;0;0;6;0;0;0;0;2;0;0;2;0;2;1;1;2;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;1;7;0;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;1;0;1;8;0;6;4;0;0;0;0;1;0;0;0;3;3;1;0;0;0;1;0;0;0;0;0;13;0;0;0;2;0;7;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;14;6;1;4;0;0;1;0;0;0
