IdAluno;Resultado;1>;1>46>;14>;14>14>;14>14>31>;14>2>;14>2>14>;14>2>2>;14>2>2>31>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>31>;2>2>31>30>;2>2>41>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>31>30>30>30>;2>41>;2>41>2>;2>41>41>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>31>30>30>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>2>;31>14>31>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>17>;31>30>17>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>41>41>;31>48>;31>48>30>;32>;32>31>;32>31>30>;32>31>30>30>;32>31>31>;38>;41>;41>14>;41>2>;41>2>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>7>;46>;48>;48>14>;48>29>;48>30>;48>48>;48>48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>31>;7>5>;7>5>5>;7>6>;8>
23038-7274;insucesso;2;2;16;0;0;3;0;2;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;6;1;1;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;6;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;2;1;0;0;0;0;0;0;0;0;2;3;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23180-5388;SUCESSO;0;0;14;0;0;1;1;0;0;0;0;0;1;1;4;0;3;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;3;0;1;1;1;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;7;1;0;0;0;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;2;2;0;0;0;0;0;0;2;1;0;0;0;1;0;0;1;1;0;0
23184-6389;insucesso;0;0;8;0;0;1;0;0;0;0;0;0;0;0;2;0;2;1;1;1;1;0;0;0;0;0;0;3;0;0;1;1;1;0;0;0;1;1;0;1;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;2;0;0;0;2;0;0;0;2;0;0;1;0;1;1;1;0;0;1;0;0;2;0;0;0;0;0;7;0;0;0;0;0;4;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;11;1;0;0;0;0;0;5;0;0;3;1;1;0;0;12;0;3;0;4;1;1;0;0;0;0;0;0;12;6;1;2;0;0;0;0;0;1
23725-5468;SUCESSO;0;0;22;6;2;4;0;1;0;0;0;0;1;1;5;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;4;2;0;0;1;0;1;1;0;3;3;0;0;8;2;1;1;0;2;0;0;0;0;0;0;0;0;1;0;0;10;1;0;1;14;1;0;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;15;3;0;0;1;0;4;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;15;1;2;0;1;0;0;8;2;1;4;4;0;0;0;11;0;10;0;1;0;2;2;1;1;0;3;2;0;0;0;5;0;2;2;2;0;0
23754-6398;SUCESSO;0;0;9;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;4;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23953-5468;insucesso;1;1;28;3;0;1;0;0;0;0;0;0;6;3;1;0;0;0;0;0;0;0;0;0;3;3;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;7;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;8;0;5;11;1;0;0;0;0;0;0;0;4;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;11;2;0;0;0;0;4;0;0;0;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;1;1;5;4;1;1;1;0;11;0;0;0;0;0;0;3;0;0;2;0;0;0;1;2;0;0;1;0;0;2;0;2;0;0;0;0;3;1;0;2;0;0;0;0;1;0
23953-6388;SUCESSO;1;0;37;2;0;5;0;2;0;1;0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;12;1;0;0;0;3;0;0;0;0;2;0;0;0;1;0;0;2;0;0;0;5;0;0;0;0;0;0;0;2;5;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;11;0;0;0;0;0;3;0;0;0;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;2;1;2;0;0;0;0;0;13;1;2;0;0;0;0;2;0;0;0;0;0;0;1;4;0;2;1;1;0;0;0;0;0;0;0;0;10;3;1;3;0;0;0;0;1;0
24091-6398;SUCESSO;0;0;21;4;2;2;0;1;0;1;1;0;0;0;14;0;9;0;7;4;2;1;0;0;0;0;0;2;1;1;0;0;0;0;2;0;2;2;2;1;1;0;0;5;0;0;0;0;2;2;0;0;0;3;2;1;0;0;0;0;2;0;0;0;19;1;0;0;0;0;0;0;1;12;1;1;7;1;5;2;0;0;0;1;0;2;2;1;0;1;3;2;22;3;0;0;0;0;16;0;0;0;10;5;3;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3;1;1;0;0;0;5;0;1;0;3;2;0;0;0;0;0;0;0;0;0;5;0;2;2;0;0;2;2;1;1;1;1;1;0;0;0;5;0;1;1;1;0;0
24676-6388;insucesso;1;1;18;1;0;3;1;1;0;1;1;0;0;0;7;1;4;0;0;0;0;0;1;1;0;0;0;3;1;1;1;1;1;0;1;0;1;1;1;5;4;1;1;9;2;0;1;0;2;0;0;0;0;1;1;0;0;3;0;2;0;0;0;0;9;3;0;0;0;0;2;2;0;3;1;0;2;0;1;1;1;0;0;0;0;0;4;2;0;2;2;0;15;2;1;1;0;0;8;1;1;1;1;1;1;1;0;0;0;4;2;1;2;2;1;4;0;0;0;1;0;0;0;0;0;12;1;2;0;4;2;0;5;1;0;3;1;1;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
24676-7274;insucesso;1;0;12;1;0;6;4;0;0;0;0;1;0;0;3;0;1;0;1;0;0;0;1;0;0;0;0;4;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;7;4;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;3;2;0;2;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24986-5469;SUCESSO;1;0;23;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;11;1;0;0;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;9;0;0;0;0;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;5;0;0;0;0;0;0;1;14;12;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0
26859-6398;SUCESSO;0;0;59;4;0;5;2;1;0;2;1;0;3;1;8;0;3;0;1;1;0;0;0;0;0;0;0;16;0;0;7;1;0;9;0;0;4;1;1;3;3;1;0;14;3;0;0;0;2;0;0;1;0;2;1;1;0;1;0;0;6;3;0;1;28;6;3;0;0;0;2;2;0;9;3;0;5;2;1;1;0;0;0;0;0;0;2;1;0;0;0;0;38;3;0;0;0;1;21;2;1;1;7;5;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;14;11;10;0;0;1;31;1;1;1;2;1;1;11;1;2;2;0;0;0;2;12;2;6;0;2;0;13;10;5;4;2;1;1;2;0;0;4;0;0;1;1;0;0
271-7274;SUCESSO;0;0;12;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;1;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;0;0;1;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;1;0;0;0;0;0;15;0;1;0;3;1;1;6;1;2;0;0;0;0;0;4;0;0;1;3;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;1;0
27383-5468;insucesso;0;0;2;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27420-7274;SUCESSO;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;2;0;3;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;7;0;0;0;1;0;0;3;0;0;1;1;1;0;0;2;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27473-5469;insucesso;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27601-7118;SUCESSO;1;0;61;5;0;5;2;0;0;2;2;0;0;0;13;1;10;0;5;2;1;1;0;1;0;0;0;13;0;1;4;2;0;5;4;0;1;1;0;4;4;4;0;10;5;2;1;0;0;0;0;0;0;3;2;1;0;1;0;0;0;0;0;0;18;8;0;1;0;1;0;0;1;6;3;1;2;1;1;1;1;1;1;0;0;1;0;0;0;0;3;1;24;2;0;0;0;1;13;1;0;0;5;2;1;1;1;1;1;0;0;0;2;0;0;4;2;0;0;0;0;0;0;0;2;23;1;2;0;2;0;0;9;1;0;4;2;0;0;1;9;4;0;1;0;0;7;5;1;1;0;2;2;12;2;1;7;0;2;2;2;0;0
27794-6398;SUCESSO;1;0;45;2;1;2;0;1;0;1;1;0;14;4;17;0;10;0;2;1;0;0;0;0;0;0;0;4;0;0;3;3;0;0;0;0;1;0;0;0;0;0;0;17;2;0;1;0;2;0;0;1;0;4;3;0;0;2;0;0;0;16;0;7;27;0;0;0;0;0;0;0;2;11;0;1;5;0;1;0;0;0;0;0;0;7;3;2;1;0;11;6;35;0;0;0;0;2;20;0;0;0;7;3;1;0;0;0;0;2;2;0;4;0;0;3;1;1;1;0;0;0;0;0;1;12;0;1;1;1;0;0;6;0;0;4;3;1;0;1;14;0;0;7;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;0
27881-5388;SUCESSO;0;0;23;4;1;1;1;0;0;0;0;0;0;0;4;0;3;1;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;1;1;1;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;13;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;0;0;0;0;0;9;0;2;0;0;0;0;1;0;0;0;0;0;0;0;6;1;0;2;1;0;0;0;0;0;0;0;0;25;9;2;1;0;0;0;0;0;0
27916-5714;insucesso;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27934-7098;SUCESSO;1;0;25;2;1;4;0;0;0;2;1;0;0;0;11;0;4;0;1;0;0;0;2;0;0;0;0;5;0;0;2;1;0;0;0;0;1;1;0;3;3;0;0;5;1;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;13;2;0;2;1;0;2;2;0;3;0;0;2;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;20;2;0;0;0;0;8;1;1;1;3;2;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;3;3;2;0;0;0;12;0;0;0;2;0;0;3;0;1;2;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27992-5469;SUCESSO;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27997-5714;insucesso;0;0;3;0;0;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;3;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28007-5388;SUCESSO;1;0;16;1;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;7;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;5;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
28022-6388;SUCESSO;0;0;13;0;0;5;0;3;0;2;0;0;0;0;3;0;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;8;1;0;1;0;5;1;0;2;0;3;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;2;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;10;1;0;0;0;0;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;3;2;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28026-7118;SUCESSO;0;0;48;2;1;2;0;0;0;0;0;0;0;0;10;0;9;0;4;3;1;1;0;0;0;0;0;13;0;0;8;2;0;0;1;0;1;1;0;2;2;0;1;12;0;0;0;0;2;1;0;0;0;5;3;1;1;1;0;0;0;1;0;1;25;1;0;0;0;0;1;1;3;14;1;2;7;0;2;2;1;0;0;0;0;0;0;0;0;3;0;0;23;0;0;0;0;0;14;0;1;1;6;4;1;1;0;0;0;0;0;0;0;0;0;3;3;0;0;1;1;0;0;0;1;29;1;3;0;1;0;0;15;0;1;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;2;0;0;0;0;2;0
28102-5388;SUCESSO;1;0;36;1;0;6;0;2;0;0;0;0;0;0;2;0;1;0;1;1;1;1;0;0;0;0;0;8;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;12;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;3;0;0;3;0;3;2;2;2;1;0;1;0;0;0;0;2;0;0;11;0;0;0;0;0;7;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;20;1;0;0;1;0;0;2;0;0;2;2;2;0;1;3;0;0;2;2;0;2;1;1;1;1;0;0;7;1;0;2;0;1;0;0;1;0
28126-5468;SUCESSO;0;0;10;1;0;0;0;0;0;0;0;0;0;0;5;0;3;0;1;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;4;0;0;0;0;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;22;2;0;2;2;0;0;0;0;11;0;0;4;0;1;0;0;0;0;0;2;5;0;0;0;2;10;4;17;1;0;0;0;1;9;1;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;0;0;0;0;0;0;6;0;2;0;2;1;1;2;1;0;0;0;0;0;0;13;1;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28132-5468;SUCESSO;0;0;16;1;0;2;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2;2;0;2;2;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;2;1;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;0;9;2;0;0;1;0;6;0;1;1;2;0;0;0;0;0;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28149-6388;insucesso;0;0;17;0;0;2;0;1;0;0;0;0;0;0;5;0;3;0;0;0;0;0;1;0;0;0;0;9;1;1;2;0;0;0;0;0;1;1;0;3;2;1;0;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;8;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;14;1;1;0;1;0;0;4;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;10;9;6;1;0;0;0;0;1;0
28170-5468;insucesso;0;0;13;0;0;4;0;1;1;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;0;0;2;2;0;1;9;0;0;0;0;1;1;1;0;0;3;2;1;0;1;0;0;0;0;0;0;10;3;1;0;0;1;1;1;1;6;2;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;1;6;1;0;0;4;3;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;2;0;1;1;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
28170-7118;SUCESSO;0;0;10;0;0;4;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;3;0;1;1;0;0;0;0;0;7;0;0;0;0;2;1;0;0;0;3;3;1;1;2;0;0;1;2;0;2;8;1;0;0;0;0;0;0;0;4;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;10;0;0;0;0;0;7;1;0;0;4;2;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;8;0;5;1;2;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0
28178-6398;SUCESSO;0;0;15;1;1;1;1;0;0;0;0;0;5;3;5;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;4;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;11;0;0;0;0;0;4;1;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;1;0;0;1;1;1;0;0;2;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
28231-6388;SUCESSO;0;0;15;0;0;1;0;1;0;0;0;0;0;0;7;0;2;0;1;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;5;2;0;0;4;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;2;0;0;0;1;1;1;0;2;2;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;1;0;15;0;0;0;0;1;3;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;2;1;1;2;0;1;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28245-5468;SUCESSO;1;0;14;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;5;0;0;0;0;2;1;0;1;0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;5;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0
28283-6389;insucesso;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0
28338-6388;insucesso;0;0;18;3;0;2;0;1;1;0;0;0;0;0;8;0;4;1;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;1;1;0;2;1;0;0;4;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;8;1;0;0;0;0;0;0;1;2;0;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;11;1;0;0;0;0;6;1;0;0;2;2;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;2;2;0;0;0;0
28338-7118;SUCESSO;0;0;14;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;3;3;2;0;0;0;0;0;0;3;0;1;0;0;0;0;2;0;1;1;1;2;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;1;1;0;4;1;0;4;1;3;1;1;1;1;1;0;0;2;2;1;0;2;0;9;0;0;0;0;0;7;0;1;1;4;4;3;1;1;1;1;1;1;0;1;0;0;0;0;1;1;2;2;2;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;1;2;0;1;1;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0
