IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>
27928-5384;insucesso;0;0;0;0;0;9;2;0;0;1;1;0;0;0;5;1;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;1;1;0;5;2;0;1;3;0;0;0;0;2;1;1;1;1;0;0;0;0;0;3;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
27995-4435;SUCESSO;2;2;0;0;0;64;1;0;0;9;1;0;0;0;19;1;14;0;3;1;3;2;0;0;19;0;4;1;0;0;0;0;0;0;0;1;0;0;0;3;2;3;3;28;0;0;0;2;0;0;0;0;3;2;2;2;0;0;0;0;82;5;1;1;34;3;14;6;4;9;4;9;2;53;4;3;1;40;0;15;6;3;3;0;4;2;5;0;1;0;1;0;79;0;1;8;4;21;0;1;7;2;1;0;0;0;0;2;2;1;0;8;8;0;5;4;1;0;18;6;3;0;10;5;2;5;2;2;1;0;0;0;2;2;2;0;10;0;0;0;1;1;1;12;10;16;4;1;0;16;0;11;10;1;0;0
28027-4114;insucesso;2;2;1;1;0;23;0;0;0;5;0;2;0;0;1;0;0;0;0;0;0;1;0;0;7;0;2;1;1;0;1;1;1;1;2;0;0;0;0;0;0;0;0;7;1;1;1;1;0;0;4;0;1;2;2;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;13;0;1;1;0;5;0;1;3;2;1;1;1;0;0;0;0;0;1;2;2;2;1;0;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;2;2;2;1;4;1;0;0;3;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0
28043-4435;SUCESSO;2;0;2;2;0;19;1;0;0;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;11;1;1;1;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;7;0;0;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
28062-7114;insucesso;1;0;1;1;0;38;5;0;2;12;4;1;1;1;5;0;3;0;0;0;0;1;0;0;7;0;4;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;16;1;1;1;6;3;1;1;1;0;0;0;0;1;2;1;1;5;1;0;0;0;0;0;0;0;1;0;0;1;8;2;0;0;4;1;0;0;0;1;0;2;0;1;3;0;0;0;0;20;0;4;0;0;8;2;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;2;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
28092-4434;SUCESSO;2;1;2;2;0;49;4;0;1;5;2;0;0;0;4;1;3;2;0;0;1;0;0;0;12;1;4;1;0;0;3;3;0;0;0;0;0;0;0;1;1;0;0;10;2;2;2;4;0;1;0;0;0;1;1;1;0;0;0;0;7;2;1;0;2;0;1;0;0;3;3;0;1;8;2;1;1;7;2;2;1;0;3;3;0;0;0;0;1;0;0;0;35;0;2;1;1;10;0;1;2;0;0;0;0;0;0;1;1;0;0;4;4;0;1;1;0;0;12;3;1;0;2;2;0;2;2;1;1;0;0;0;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
28101-4434;insucesso;1;0;1;1;0;13;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28101-5384;insucesso;2;1;1;1;0;14;3;1;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;2;1;0;5;2;0;0;0;0;0;0;0;0;1;1;0;0;2;2;0;1;1;1;1;3;0;0;0;1;0;0;1;0;1;0;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28101-7297;insucesso;2;2;0;0;0;18;2;0;2;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;5;0;0;0;3;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;1;1;1;0;5;0;1;2;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;2;1;0;0;1;0;0;1;0;1;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;3;2;1;0;0;0;3;0;2;2;1;0;0
28136-4114;insucesso;2;1;1;0;0;14;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;6;0;0;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
28146-4435;insucesso;1;1;0;0;0;13;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0;1;1;0;1;0;0;0;0;0;0;2;1;0;0;2;1;0;0;0;0;0;6;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28164-4114;insucesso;1;0;1;1;0;55;1;0;1;5;0;0;0;0;20;1;10;0;1;0;0;1;0;0;13;0;1;0;0;0;0;0;0;0;4;1;0;0;1;5;5;3;3;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;19;4;0;1;3;0;0;0;0;1;1;1;3;35;5;0;0;15;0;3;0;0;1;1;1;1;2;0;1;0;1;0;26;0;0;4;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;3;3;1;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;8;1;0;0;7;4;5;1;1;0;0;0;0;1;0;1;1;0;1;0
28164-5799;insucesso;1;0;1;1;0;55;1;0;0;3;0;0;0;0;33;0;11;0;0;0;0;6;0;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;3;1;1;6;1;1;1;1;0;0;0;1;2;0;0;0;0;1;0;1;18;0;0;0;0;0;0;0;0;2;0;4;2;45;1;0;0;17;0;0;0;0;2;0;6;3;6;0;1;0;0;0;32;0;0;3;1;8;0;1;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;0;0;1;0;0;0;3;3;10;8;6;0;5;0;3;3;1;0;0
28173-4433;insucesso;3;1;2;0;0;45;4;2;1;12;1;2;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;2;2;22;0;0;0;3;1;0;4;0;1;1;1;1;0;0;0;0;4;1;0;0;1;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;20;0;2;1;0;5;1;0;1;0;0;0;0;0;0;1;1;0;0;5;4;1;2;2;2;1;8;3;0;0;5;1;0;3;1;3;1;1;1;0;3;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28177-4114;insucesso;2;1;1;1;0;36;7;1;3;3;0;1;2;1;1;0;1;0;0;0;0;0;1;0;14;0;3;1;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;8;1;1;1;2;0;2;4;0;2;0;0;0;2;3;1;1;7;4;0;2;2;0;1;1;0;2;2;0;0;8;0;0;0;4;1;2;1;1;0;0;1;0;1;1;3;0;2;2;38;1;0;2;0;11;0;0;3;2;2;1;0;1;1;5;3;2;2;7;4;2;2;2;1;1;4;3;2;1;2;1;0;2;1;1;0;1;3;3;2;1;1;1;4;1;0;1;2;1;1;3;1;16;4;2;0;4;0;2;1;1;0;0
28198-5490;insucesso;1;0;1;1;0;32;1;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;9;0;3;1;1;0;3;3;0;0;0;1;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;1;0;0;0;0;2;1;0;3;0;0;0;3;0;1;1;0;0;0;0;0;5;0;0;0;3;0;3;1;1;0;0;0;0;0;0;0;0;0;0;17;1;0;1;1;9;0;0;3;1;0;0;0;1;0;1;0;0;0;7;5;0;1;0;0;0;10;3;2;1;4;2;1;2;2;2;2;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0
28250-4917;SUCESSO;4;2;2;2;9;61;2;0;0;5;0;0;0;0;13;0;4;1;0;0;1;5;0;0;20;0;7;3;2;1;0;0;0;3;0;0;0;0;0;3;2;3;3;11;1;1;1;2;0;1;0;0;0;1;1;1;0;0;0;0;11;3;0;1;1;0;0;0;0;2;0;0;3;31;5;1;3;9;2;1;0;0;1;0;9;0;1;2;0;0;0;0;49;1;1;7;3;13;0;1;5;2;1;1;1;0;0;0;0;0;0;2;2;0;1;1;1;0;5;1;0;0;1;1;0;1;1;1;1;0;0;0;4;2;2;2;14;1;0;0;0;0;0;3;1;0;0;0;0;2;0;1;1;0;0;0
28256-5061;insucesso;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;1;1;0;0;0;1;0;3;2;0;1;3;0;2;1;1;0;0;1;1;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;1;1;0;0;0;1;0;0
28386-5061;insucesso;0;0;0;0;0;10;0;0;0;4;1;0;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28391-5489;insucesso;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28835-4435;SUCESSO;3;2;1;1;0;18;2;0;0;7;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;3;0;0;0;1;0;1;1;0;1;1;0;0;4;0;0;0;3;0;1;1;1;1;1;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29011-4114;SUCESSO;3;0;3;3;0;71;2;0;2;2;0;0;6;2;5;0;1;0;1;0;0;1;0;0;34;3;10;2;1;0;8;8;2;0;2;0;0;0;0;2;2;0;0;18;2;2;2;2;0;1;0;0;4;0;0;0;0;10;3;2;18;8;0;2;8;4;2;1;0;0;0;3;0;25;0;0;0;16;4;7;2;1;0;0;6;6;3;2;1;0;0;0;92;2;7;7;4;39;0;4;20;8;3;1;1;5;0;8;5;0;0;29;22;0;8;5;2;0;37;6;3;0;10;4;2;6;3;2;2;1;2;0;3;0;0;3;4;2;0;0;6;2;3;1;1;0;0;0;0;2;0;1;1;0;0;0
29016-4114;insucesso;2;2;0;0;0;31;0;0;0;3;0;0;2;0;2;0;1;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;5;0;0;0;1;0;0;0;3;0;1;1;1;0;5;5;0;7;0;0;0;0;0;0;0;0;7;3;0;0;10;5;0;1;7;0;0;0;0;7;3;1;1;0;0;2;1;2;0;35;0;1;1;1;9;0;1;3;3;1;1;0;0;0;0;0;0;0;4;3;0;1;0;0;0;11;1;0;0;3;1;0;1;0;0;0;0;2;1;2;2;2;0;0;0;0;0;0;0;0;2;2;5;1;1;1;6;0;2;2;2;4;4
29016-5061;SUCESSO;2;0;2;2;0;50;9;0;1;8;4;0;10;3;7;2;3;0;0;0;1;0;6;0;6;0;0;0;0;0;1;1;1;0;2;0;0;0;0;3;3;2;2;14;1;1;1;6;0;0;0;0;0;0;0;0;0;14;8;3;14;4;0;1;1;1;0;0;0;7;4;0;0;25;12;2;1;12;3;0;0;0;6;4;1;0;0;0;12;0;8;6;31;0;1;0;0;6;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;3;1;1;2;1;0;0;0;0;2;0;1;0;0;2;0
30492-4433;insucesso;1;1;0;0;0;73;3;0;0;6;1;0;0;0;11;1;3;0;0;0;0;4;0;0;11;0;4;2;1;0;3;3;2;0;1;1;0;0;5;4;4;0;0;11;0;0;0;2;0;0;0;0;0;1;1;1;0;1;0;0;12;2;0;0;3;0;2;1;0;1;0;0;0;27;9;0;1;7;1;2;1;1;1;0;7;1;2;1;0;0;0;0;43;2;2;5;1;18;0;2;5;2;1;0;0;1;1;4;4;0;2;13;11;1;4;4;1;0;14;7;2;1;6;3;2;4;3;1;1;0;3;3;1;1;1;0;4;0;0;0;3;1;2;2;2;43;28;17;10;11;1;2;2;3;6;6
30492-5384;insucesso;2;1;0;0;0;23;1;0;0;2;0;0;0;0;1;0;1;0;1;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;7;0;0;0;1;0;0;0;0;0;2;2;1;0;0;0;0;3;0;0;0;2;0;2;1;0;0;0;0;0;3;0;0;0;3;0;2;2;1;0;0;0;0;0;0;0;0;0;0;10;1;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;11;3;1;0;5;0;0;0;1;1;1
30492-6030;SUCESSO;2;0;1;1;0;31;1;0;0;7;2;0;0;0;6;1;2;0;1;1;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;1;1;12;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;6;0;2;1;0;0;0;3;0;15;1;0;0;9;0;2;1;0;0;0;0;0;1;1;1;0;1;0;13;1;0;1;1;5;0;0;2;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;3;1;7;0;0;0;6;0;0;0;0;2;0
30586-4434;SUCESSO;5;2;1;1;0;31;1;0;0;7;3;1;2;1;1;0;1;0;0;0;0;0;0;0;12;1;6;2;2;1;3;1;1;0;0;0;0;0;0;0;0;0;0;18;0;0;0;6;0;1;1;0;1;1;1;1;0;3;1;1;2;1;0;0;1;1;1;0;0;0;0;1;1;2;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;45;0;2;1;1;17;0;1;7;5;3;1;1;1;0;1;1;1;0;7;4;0;3;2;1;0;10;3;1;0;5;3;1;3;2;2;1;1;3;0;5;4;2;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;1;0;0;0
30588-4435;insucesso;1;0;1;1;0;13;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;6;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;1;0;1;1;0;0;0;0;0;0;0;0;2;2;0;0;5;5;0;0;0;0;0;11;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30588-5490;insucesso;1;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;19;0;0;1;0;8;0;0;2;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30588-5799;insucesso;1;0;1;1;0;10;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;0;5;5;1;3;2;1;0;9;1;1;0;5;1;1;3;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30609-5061;insucesso;0;0;0;0;0;5;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30639-5489;SUCESSO;2;2;0;0;0;38;3;0;0;7;1;1;0;0;8;1;4;1;1;0;0;0;0;0;13;0;2;0;0;0;1;1;1;0;0;2;2;2;0;0;0;0;0;10;0;0;0;3;0;0;1;0;1;2;2;2;0;0;0;0;14;3;0;0;6;2;4;1;1;0;0;2;0;20;2;0;0;13;1;5;4;1;0;0;0;0;2;0;0;0;0;0;24;0;1;2;1;5;0;1;1;0;0;0;0;0;0;1;1;1;0;3;3;0;3;2;2;0;3;1;1;0;3;1;1;2;1;2;1;2;1;0;2;2;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;3;3;0;0;0
30687-4433;SUCESSO;1;1;0;0;0;50;3;0;0;5;2;1;3;3;0;0;0;0;0;0;0;0;7;0;17;0;7;2;2;0;2;1;0;1;2;3;0;0;0;3;3;1;1;14;0;0;0;4;0;2;1;0;1;1;1;1;0;7;1;6;13;2;0;0;3;0;3;1;1;3;2;0;0;19;3;0;2;10;2;3;3;1;3;1;2;2;1;2;10;0;9;6;48;0;1;0;0;16;0;0;4;3;0;0;0;1;0;3;3;1;0;8;6;0;2;2;0;0;13;3;2;0;5;0;0;2;0;0;0;0;2;0;1;1;1;0;5;2;0;0;2;1;0;1;1;33;16;7;3;6;0;1;1;2;2;0
30696-4435;SUCESSO;2;0;2;0;0;19;1;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;10;0;0;0;3;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30703-5384;SUCESSO;2;2;0;0;0;84;7;0;0;8;0;1;1;1;13;0;5;0;0;0;1;4;1;0;13;1;5;3;0;0;0;0;0;0;3;3;2;2;0;0;0;4;4;21;0;0;0;1;0;1;3;0;2;1;1;1;0;2;0;2;45;2;0;0;18;1;9;7;4;5;4;6;8;50;1;0;0;31;1;10;4;3;4;3;10;5;6;2;1;0;1;1;52;1;2;7;2;24;0;4;13;6;4;3;3;1;0;3;2;1;0;9;4;0;3;3;3;0;18;0;0;0;4;0;0;4;0;4;0;3;4;0;2;2;2;0;18;1;0;0;5;4;2;9;7;9;1;0;0;13;0;7;7;0;0;0
30705-5489;insucesso;2;0;2;2;0;26;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;1;0;0
30705-5799;SUCESSO;3;1;2;1;1;39;8;0;5;5;1;0;0;0;2;0;0;0;0;0;0;0;0;0;16;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;9;1;1;1;2;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;31;1;1;1;0;7;0;0;2;2;2;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;4;1;0;0;2;2;1;1;1;0;0;0;0;1;0;1;1;0;0;0
30739-4434;SUCESSO;2;2;0;0;0;51;0;0;0;2;0;0;2;1;4;1;2;1;1;0;0;1;0;0;19;0;2;1;0;0;3;3;0;0;0;1;0;0;0;2;2;3;3;10;0;0;0;2;0;0;0;0;0;2;2;2;0;3;2;1;10;4;2;1;5;0;1;0;0;2;2;0;0;15;5;0;1;8;3;4;1;0;1;1;2;0;0;0;2;0;2;2;66;0;0;2;1;12;0;1;4;0;0;0;0;1;0;1;1;1;0;13;12;0;3;1;0;0;27;5;1;0;8;4;1;4;3;3;2;1;4;0;2;2;2;0;1;0;0;0;0;0;0;2;2;20;7;5;3;7;0;0;0;3;2;0
30745-5490;SUCESSO;2;0;2;2;0;111;2;0;1;5;2;0;0;0;37;2;29;3;7;3;4;0;0;0;25;0;8;2;1;1;2;1;0;1;0;8;5;4;0;12;11;10;10;9;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;60;12;1;3;9;1;3;1;0;12;4;2;3;79;8;3;2;46;8;8;3;1;7;3;2;1;3;0;0;0;0;0;61;0;1;7;2;22;0;5;10;8;4;2;1;0;0;1;1;1;0;6;4;0;2;1;0;0;20;2;0;0;6;2;0;2;1;0;0;0;0;0;2;0;0;2;5;0;0;0;0;0;0;10;10;3;2;0;0;13;0;9;8;0;0;0
