IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>45>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>7>6>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>48>;30>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>43>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;43>;43>14>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;43>44>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>14>43>44>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>14>43>;44>44>14>43>44>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>14>;44>44>44>44>44>44>;44>44>44>44>44>44>14>;44>44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;5>5>5>;6>;6>14>;6>6>;6>6>6>;6>6>6>6>;6>6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;7>7>;8>;8>7>
31386-4435;insucesso;1;0;1;1;15;1;1;4;0;0;1;1;2;0;1;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;10;1;1;1;0;0;0;2;0;2;0;0;0;0;4;0;3;8;1;0;0;2;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;8;1;0;0;4;0;2;1;1;0;0;1;1;0;0;0;2;1;0;1;0;1;0;0;0;0;11;0;1;1;0;1;2;1;0;2;1;0;0;0;0;0;0;1;1;0;0;2;0;2;1;1;0;1;1;1;1;1;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;0;3;3;0;0;2;1
31410-4603;insucesso;1;1;0;0;15;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;1;2;0;2;6;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31436-4433;insucesso;0;0;0;0;16;1;0;0;0;0;2;2;3;0;1;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;2;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;1;6;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;28;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;0;1;4;3;0;5;2;0;0;0;0;0;0;0;3;0;3;2;0;0;2;2
31447-4435;SUCESSO;2;0;2;2;65;0;0;7;3;0;0;0;19;2;14;4;6;3;0;0;1;0;0;0;0;8;3;1;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;2;2;0;1;3;3;12;1;1;1;5;0;1;1;0;0;0;0;0;0;0;0;0;24;6;2;1;10;0;4;3;1;0;0;0;1;1;1;0;0;0;0;0;35;5;0;0;21;5;9;4;3;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;16;0;0;2;0;1;4;0;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;0;0;0;0;1;0;1;1;1;0;27;0;5;2;0;0;6;2;0;0;2;0;0;0
31453-4433;SUCESSO;1;0;1;1;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4;0;0;0;2;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;5;0;0;0;3;0;2;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;17;0;0;2;0;0;6;0;1;6;1;0;0;0;0;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
31508-4435;insucesso;1;0;0;0;12;1;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;2;0;1;1;1;0;0;0;0;0;10;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;6;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31525-4435;insucesso;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31526-4435;insucesso;1;0;1;1;9;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;22;0;8;6;3;2;3;0;0;0;2;0;0;0
31560-4435;insucesso;1;1;0;0;35;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;6;2;0;0;0;0;0;0;0;0;0;3;0;0;4;2;2;1;0;0;1;1;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1;1;1;3;0;0;0;22;1;0;0;9;0;7;2;2;0;0;0;2;1;0;0;0;0;0;1;14;1;1;0;13;0;5;2;1;0;0;1;0;0;0;0;2;1;3;1;1;2;6;0;5;0;20;0;1;3;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;1;1;1;1;1;1;2;2;0;0;0;0;0;0;2;2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;11;1;0;5;1;0;0;3;3;0;5;0;1;1;0;0;6;1;3;3;1;0;0;0
31589-4435;SUCESSO;1;1;0;0;19;1;1;3;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;6;3;2;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;8;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;3;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;4;1;0;0;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;2;1;0;1;7;2;1;4;3;1;1;0;0;0;0;0;0;0;0;4;0;4;1;1;0;0;0;0;0;0;11;2;0;0;1;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;0;1;0;0;0;0;0;0;0;20;0;7;1;0;0;2;0;0;0;1;0;0;0
31595-4603;insucesso;1;0;1;1;21;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;2;0;0;0;0;0;0;2;0;2;2;2;0;0;0;0;0;0;0;0;0;5;1;1;1;2;0;0;0;0;1;0;0;0;0;1;0;1;2;0;0;0;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;2;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;18;0;3;0;0;0;5;1;0;1;0;0;0;0;1;1;1;3;1;0;0;3;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;2;3;3;0;0;0;0;0;0;0;3;0;3;3;0;0;0;0
31604-4435;SUCESSO;1;0;1;1;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;29;0;18;11;6;4;3;0;0;0;2;0;0;0
31612-4603;SUCESSO;1;0;1;1;23;0;0;2;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;12;3;2;1;0;0;4;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;0;0;0;0;8;0;0;2;1;0;0;0;0;1;1;2;2;1;0;6;0;5;1;3;0;0;0;0;0;0;10;4;3;0;1;0;0;0;5;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;1;1;0;0;0;0;4;0;2;2;2;1;2;0;0;0;1;0;0;0
31619-4434;insucesso;0;0;0;0;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31637-4603;SUCESSO;1;0;1;1;47;1;0;0;0;0;0;0;12;1;5;2;1;0;0;0;2;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;3;0;2;3;3;3;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;18;3;1;0;6;0;1;0;0;0;0;1;1;0;0;0;0;2;1;1;28;1;0;0;16;3;5;1;0;0;0;1;0;0;0;1;5;2;0;0;0;1;3;0;3;3;18;0;0;1;0;0;6;0;0;2;0;0;0;0;0;0;0;1;1;1;1;6;0;5;1;2;0;2;0;0;0;0;8;2;1;0;0;0;0;0;4;1;0;0;0;4;1;1;0;1;0;0;0;0;1;0;1;0;0;1;2;2;0;0;0;0;0;0;0;0;2;0;2;2;1;0;2;0;0;0;1;1;1;1
31652-4434;SUCESSO;1;1;0;0;22;0;0;3;0;1;0;0;2;0;1;0;1;1;0;0;0;0;0;0;0;11;6;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;3;0;1;1;8;0;0;0;0;0;0;3;1;3;1;1;1;0;1;0;1;8;0;0;0;4;0;2;0;0;0;0;1;1;1;1;0;0;0;2;2;17;3;0;0;7;0;3;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;35;0;3;2;0;0;14;3;2;7;3;2;1;0;0;1;1;1;1;1;1;6;0;4;1;3;0;3;2;0;0;0;4;4;2;0;0;0;0;0;3;3;1;0;0;3;3;2;2;0;0;0;0;0;2;1;1;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
31658-4435;SUCESSO;0;0;0;0;35;8;2;4;0;1;0;0;8;2;5;1;3;0;0;0;1;0;0;0;0;5;4;0;0;0;1;1;1;0;0;0;0;0;0;7;1;1;0;0;0;1;1;0;1;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;2;1;0;8;2;1;1;1;1;1;1;5;5;1;0;0;1;0;1;17;3;2;0;12;1;8;1;1;1;1;4;4;0;0;0;3;3;0;0;0;0;3;0;3;2;7;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;3;1;3;0;2;1;0;0;0;4;1;1;0;1;1;0;0;3;1;0;0;0;2;1;1;1;0;0;0;0;0;2;2;0;0;0;0;3;0;0;1;0;0;0;5;5;2;56;0;21;7;2;1;10;1;3;3;5;5;0;0
31671-4434;insucesso;2;2;0;0;22;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;2;2;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;2;1;0;0;0;0;0;1;1;0;6;2;2;0;0;0;9;3;1;1;1;0;4;4
31673-4434;insucesso;1;0;1;1;25;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;11;4;2;1;1;1;2;2;1;1;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4;3;0;0;0;0;0;48;1;0;3;0;1;20;0;2;5;4;2;1;0;0;1;0;2;1;0;0;8;0;8;1;4;0;3;3;3;2;2;14;1;1;1;1;1;1;1;5;1;1;0;0;3;1;3;1;3;1;2;1;2;0;0;1;0;0;1;1;0;0;0;0;0;0;2;2;0;12;0;3;1;1;1;4;0;1;1;2;0;0;0
31694-4433;insucesso;3;1;3;3;9;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;8;0;0;0;0;0;3;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;3;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;2;0;0;0;0;0;0;0
31735-4434;SUCESSO;4;2;2;2;25;0;0;5;2;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;9;3;3;0;0;1;5;5;5;0;4;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;7;2;2;2;2;2;0;0;0;0;1;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;15;0;1;0;0;0;5;1;0;3;0;0;0;0;0;1;1;3;3;3;1;12;1;12;3;11;0;3;3;2;0;0;17;6;1;0;4;4;0;0;16;4;1;0;0;4;1;4;0;2;0;2;0;0;5;4;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31746-4434;SUCESSO;1;1;0;0;29;5;2;3;3;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;14;3;1;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;9;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;48;0;2;0;0;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;5;2;2;0;0;0;0;0;0;11;2;2;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31760-4434;insucesso;0;0;0;0;22;2;0;2;0;0;3;0;3;2;1;1;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;2;2;2;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;10;0;1;0;0;0;4;0;0;2;0;0;0;0;0;0;0;2;2;0;0;6;0;6;1;4;0;2;1;0;0;0;8;1;0;0;1;1;1;0;4;1;0;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;2;2;1;0;0;3;0;0;0;1;0;0;0
31783-4433;SUCESSO;1;0;1;1;29;2;0;3;1;1;5;2;3;0;2;0;1;1;0;0;1;0;0;0;0;8;2;2;0;0;2;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;1;4;0;2;1;1;0;0;0;0;0;7;4;2;7;2;0;1;4;2;3;2;1;1;1;0;1;0;0;0;0;0;1;0;8;0;0;0;7;0;4;3;2;1;1;1;0;0;0;0;3;2;0;1;0;1;0;0;0;0;29;0;0;1;0;0;7;0;0;4;0;0;0;0;0;2;1;6;3;2;1;9;0;6;2;4;0;1;1;1;0;0;10;4;2;0;2;1;0;0;5;2;1;0;0;2;2;1;1;1;0;1;0;0;1;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;30;0;15;9;4;3;3;0;0;0;2;0;0;0
31787-4434;SUCESSO;2;0;1;0;17;2;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;1;1;0;0;8;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;0;0;3;0;0;0;0;0;0;0;0;0;5;0;3;1;1;0;3;1;0;0;1;1;3;3
31801-4603;SUCESSO;3;3;2;1;20;0;0;3;0;0;2;0;2;0;2;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;2;2;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;5;2;2;1;1;1;0;1;2;1;3;3;3;0;4;0;1;7;3;1;1;3;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;20;1;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;1;0;0;0;2;2;0;0;2;2;0;0;2;1;0;0;0;2;1;1;1;0;0;0;0;0;0;0;3;3;3;1;5;0;0;0;3;3;0;2;2;0;4;0;2;1;0;0;3;0;2;2;1;0;0;0
31810-4435;insucesso;1;1;0;0;9;0;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;1;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;3;0;0;1;0;0;2;0;1;1;1;1;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;5;0;0;0;0;0;0;0
31826-4603;SUCESSO;1;1;0;0;13;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0;0;6;1;0;1;0;0;0;0;0;1;0;1;0;0;0;6;0;5;0;2;0;1;0;0;0;0;18;1;1;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
31830-4435;SUCESSO;2;0;2;2;37;1;0;10;1;1;1;0;5;0;2;0;1;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;5;2;2;0;0;0;0;0;0;0;0;0;14;2;2;2;2;1;0;3;0;0;0;0;0;0;1;0;0;8;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;13;2;0;0;5;0;1;0;0;0;0;1;0;0;0;0;3;1;0;2;0;1;0;0;0;0;5;0;0;3;0;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;2;1;0;2;9;0;0;8;0;0;0;5;5;3;56;0;22;10;3;2;10;0;2;2;6;0;3;3
31853-4603;insucesso;0;0;0;0;21;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;19;1;0;2;0;0;5;0;1;2;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;2;0;0;0;0;0;3;0;3;2;2;2;1;0;0;0;1;0;0;0
