IdAluno;Resultado;11>;11>14>;11>48>;11>9>;11>9>11>;13>;14>;14>11>;14>11>48>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>33>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>7>;15>;15>31>;16>;16>31>;16>31>14>;16>31>30>;16>31>30>30>;16>31>48>;17>;17>30>;17>30>14>;17>30>31>;17>31>;2>;28>;28>30>;29>;29>14>;29>48>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>31>30>;30>30>48>;30>31>;30>31>14>;30>31>14>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>30>;30>31>30>31>30>31>30>31>;30>31>48>;30>32>;30>41>;30>48>;30>48>31>;30>48>31>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>15>;31>16>;31>16>31>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>14>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>14>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>31>30>31>30>31>30>;31>30>48>;31>31>;31>31>14>;31>31>30>;31>31>30>30>;31>31>31>;31>31>41>;31>32>;31>41>;31>41>41>;31>41>41>41>;31>48>;31>48>29>;31>48>30>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>36>34>;36>36>34>37>;36>36>36>;36>36>36>36>;36>37>;37>;37>34>;37>38>;38>;38>14>;38>31>;38>33>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;42>;48>;48>14>;48>14>31>;48>29>;48>29>48>;48>30>;48>30>30>;48>31>;48>31>30>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;5>;6>;6>6>;7>;8>;9>;9>11>
32229-5102;SUCESSO;0;0;0;0;0;0;25;0;0;1;0;0;0;4;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;2;0;0;0;0;2;2;0;1;0;0;7;7;1;4;0;0;0;0;2;0;1;38;2;1;1;0;13;0;6;0;3;2;0;0;0;0;1;1;0;5;1;0;4;2;0;0;0;0;0;0;0;1;10;0;0;26;2;1;1;0;0;0;0;15;0;0;0;7;0;4;2;1;0;0;0;0;0;0;0;0;4;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;6;1;1;2;0;0;2;0;0;1;0;0;2;0;0;0;3;19;0;3;1;7;0;2;1;0;0;16;1;0;0;0;2;2;0;0;4;3;2;0;0;2;0;0;0;0;0;0;0
32369-4912;SUCESSO;2;0;0;1;0;0;25;1;0;0;0;0;0;12;0;2;0;0;0;0;1;0;2;1;0;4;0;0;1;1;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;3;2;2;0;1;0;0;0;3;0;0;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;7;3;1;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;13;0;0;0;2;0;1;0;0;0;8;4;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
32422-5102;SUCESSO;0;0;0;0;0;0;12;0;0;2;0;0;0;4;1;2;0;2;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;4;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;3;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;3;0;0;2;0;0;2;0;1;1;1;0;2;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32577-6019;SUCESSO;2;1;0;1;0;0;23;1;0;0;0;0;0;13;0;5;0;2;0;0;2;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;4;3;0;1;1;0;3;2;0;2;1;0;1;1;1;0;0;24;1;0;0;1;11;0;5;0;2;1;0;0;0;0;1;0;0;7;1;0;3;1;1;0;0;0;0;0;0;5;1;0;0;29;3;1;1;1;0;0;0;17;0;0;0;8;0;3;2;1;0;3;0;1;1;0;0;0;1;3;0;2;2;1;0;1;2;0;0;1;0;1;1;0;0;1;1;2;2;1;0;0;2;1;0;0;0;0;0;0;0;2;1;0;4;0;0;2;0;19;2;2;1;4;1;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
32619-6019;SUCESSO;2;0;0;1;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;2;0;0;0;0;0;0;0;2;2;1;1;5;0;0;1;0;12;0;1;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
32892-4912;SUCESSO;3;0;0;1;0;0;6;0;0;1;0;0;0;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;0;2;0;0;0;2;0;4;4;0;0;0;10;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;12;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
32897-4912;insucesso;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
33161-5102;SUCESSO;0;0;0;0;0;0;6;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;9;1;0;0;0;3;0;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;7;0;0;0;0;0;0;0;4;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;2;0;0;1;3;2;1;0;0;0;0;0;0;2;0;1;4;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33410-6547;insucesso;3;0;0;2;2;0;17;0;0;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;3;0;4;1;0;0;3;0;2;0;0;0;0;0;0;2;2;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;12;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;3;1;1;2;0;2;9;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;0;0;6;0;1;1;1;1;3;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2
33483-4912;SUCESSO;3;0;0;1;0;0;42;0;0;5;0;1;0;11;0;1;0;1;1;0;0;0;1;0;0;2;0;0;4;0;4;2;1;1;1;1;1;0;0;3;3;0;1;0;0;4;3;1;1;1;0;2;1;18;0;8;17;2;0;0;1;5;0;2;0;1;1;1;1;0;0;1;0;0;4;0;0;1;0;0;0;0;0;0;0;1;0;4;0;0;35;2;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;5;0;0;11;11;0;3;1;0;1;0;1;1;1;0;0;3;0;0;0;0;0;0;0;0;1;1;0;6;4;0;1;0;14;1;3;0;6;0;4;4;0;0;21;2;0;18;7;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;1;0
33958-5102;SUCESSO;0;0;0;0;0;0;22;0;0;0;0;0;0;4;1;2;0;1;1;0;1;1;0;0;0;0;3;3;1;1;7;1;2;0;0;1;1;0;0;4;4;0;3;1;0;1;1;0;1;0;0;0;0;0;0;0;21;4;0;0;2;10;1;7;0;4;2;1;1;0;0;0;0;0;4;1;0;3;0;3;0;0;0;0;0;0;0;1;0;0;20;4;0;0;1;0;0;0;12;3;0;0;5;1;4;1;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;4;3;1;1;1;0;0;2;0;0;0;0;0;0;0;0;1;1;0;3;1;0;1;0;16;0;3;3;3;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
34561-5102;SUCESSO;0;0;0;0;0;4;61;0;0;6;0;1;0;22;4;11;1;1;1;0;5;4;2;1;0;0;3;2;3;1;12;1;4;1;20;2;2;0;0;2;2;0;2;0;0;9;9;1;0;0;0;1;1;5;0;1;32;8;4;2;1;3;0;2;0;0;0;0;0;0;0;0;0;0;10;1;0;6;1;4;0;0;0;0;0;7;1;2;0;0;38;7;1;0;0;0;0;0;25;5;3;0;3;0;2;0;0;0;9;0;6;3;0;0;0;0;4;1;2;0;0;0;5;0;0;0;1;0;0;17;6;0;10;8;2;2;1;1;0;8;2;0;3;0;0;3;0;1;3;0;0;5;0;0;1;0;22;0;2;1;5;0;1;1;0;0;35;17;7;3;1;0;0;0;0;2;1;2;0;0;1;3;0;0;3;0;0;0
34845-4912;SUCESSO;4;0;0;1;0;0;18;3;0;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;2;0;0;1;0;0;0;1;1;0;1;0;0;2;1;0;1;1;0;0;0;0;0;0;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;3;2;2;0;0;0;0;0;0;2;0;1;4;1;0;1;0;9;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
34876-6019;SUCESSO;1;0;0;0;0;0;8;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;3;3;3;3;0;3;1;0;0;0;0;0;0;3;3;0;1;4;1;0;2;0;10;0;0;0;3;0;1;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34979-4912;insucesso;2;0;1;0;0;0;52;0;0;2;0;1;0;25;1;15;0;5;2;0;3;3;2;0;0;0;2;2;0;0;8;1;1;1;1;2;0;0;0;3;3;1;2;0;0;6;3;0;0;3;0;4;0;0;0;0;47;8;5;3;0;11;2;7;2;0;0;0;0;0;2;4;3;0;19;5;4;13;1;9;8;4;3;2;1;2;0;1;0;0;62;9;6;3;2;0;1;1;40;5;3;2;10;0;6;0;0;0;10;2;9;7;6;4;2;1;5;0;1;0;1;1;3;1;1;1;1;0;0;11;3;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;1;1;1;4;0;2;0;0;2;7;1;0;0;0;0;0;0;0;2;1;7;4;1;4;0;8;0;1;3;1;1
35067-4912;SUCESSO;2;0;0;0;0;0;50;0;0;2;0;0;0;16;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;3;3;0;1;1;0;4;3;0;3;1;0;0;0;1;0;0;21;1;0;0;0;7;0;0;0;0;0;0;0;0;0;1;1;0;4;1;0;2;0;1;0;0;0;0;0;1;1;1;0;0;31;2;0;0;0;0;0;0;10;1;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;1;1;0;5;2;0;1;0;2;2;1;1;0;3;0;0;0;0;0;0;0;2;2;1;1;5;1;0;2;1;30;0;1;1;3;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1
35425-5102;SUCESSO;0;0;0;0;0;0;17;0;0;1;0;0;0;4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;4;0;1;0;0;0;0;0;0;3;3;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;7;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;2;2;0;0;0;0;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;4;1;0;2;0;0;1;0;1;1;0;0;1;0;0;1;0;17;0;1;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
35491-4912;SUCESSO;3;1;0;1;0;1;46;1;0;2;0;1;0;14;0;8;0;1;1;0;0;0;1;0;0;1;2;0;2;0;9;0;3;1;2;2;0;0;0;3;2;0;2;0;0;2;1;0;0;1;0;0;0;1;0;1;45;4;1;1;1;8;0;5;0;2;1;1;0;0;2;3;3;0;12;0;0;11;4;4;0;0;0;0;0;0;0;1;0;0;49;3;1;0;0;0;0;0;27;1;0;0;5;0;3;0;0;0;10;0;9;3;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;1;4;2;0;1;0;3;3;1;1;2;4;3;2;0;0;0;0;0;1;3;0;1;7;2;0;2;0;15;1;1;0;6;1;1;0;0;2;5;1;0;1;1;1;1;0;0;0;0;2;0;0;2;2;0;0;1;0;1;0
35500-4912;SUCESSO;9;0;0;1;0;0;45;7;0;4;0;0;0;14;0;5;0;2;0;0;1;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;2;2;0;1;1;0;4;3;0;3;1;0;0;0;0;0;0;22;2;0;0;0;8;0;3;0;1;0;0;0;0;0;0;0;0;8;0;0;4;2;0;0;0;0;0;0;0;2;0;0;0;35;0;0;0;0;0;0;0;14;1;0;0;6;0;3;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;3;2;1;2;0;0;1;0;2;3;1;1;7;1;0;3;0;20;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;1;0
35547-4912;SUCESSO;4;1;0;0;0;0;34;1;0;2;0;1;0;12;1;6;1;2;1;1;1;0;0;0;0;1;0;0;1;0;7;0;1;0;0;0;0;0;0;4;4;1;3;0;0;1;0;0;0;1;0;1;1;1;0;0;43;2;0;0;0;15;0;6;0;3;1;1;1;0;0;1;1;0;5;1;0;3;1;2;0;0;0;0;0;0;0;4;0;0;32;7;2;1;2;0;0;0;15;2;0;0;3;0;1;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0;0;1;1;1;1;1;0;0;18;0;0;0;0;0;0;0;1;1;1;0;3;1;0;0;1;19;0;0;0;2;0;0;0;0;0;8;0;0;1;0;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1
35558-5102;SUCESSO;0;0;0;0;0;0;70;0;0;2;0;2;0;28;1;18;0;6;2;1;0;0;1;0;0;0;1;1;5;1;6;1;3;2;0;0;1;0;0;4;4;1;3;2;0;5;5;2;0;0;0;1;1;4;0;1;40;11;0;0;2;17;6;5;0;2;0;0;0;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;46;4;1;1;0;0;0;0;28;2;0;0;11;4;2;1;0;0;1;0;0;0;0;0;0;1;3;1;0;0;1;0;0;0;0;0;2;2;0;2;1;0;1;1;1;1;0;0;0;2;1;0;2;0;0;2;0;1;1;0;0;8;1;0;1;0;18;1;6;2;7;5;2;1;0;2;6;0;0;4;1;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0
35637-5102;insucesso;0;0;0;0;0;1;39;0;0;2;0;0;1;15;1;6;0;0;0;0;0;0;1;0;1;1;0;0;1;0;5;0;2;0;0;0;0;0;0;3;3;0;2;1;1;1;1;0;0;0;0;1;0;1;0;0;13;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;19;1;1;0;0;0;1;1;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;3;0;1;2;2;2;0;0;2;2;0;0;1;6;2;1;3;1;1;3;3;1;2;0;1;3;0;0;2;1;8;1;0;0;4;0;1;0;0;0;7;0;0;1;0;2;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0
35659-6547;insucesso;0;0;0;0;0;0;11;0;0;1;0;0;0;4;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
35677-5786;insucesso;4;0;1;1;1;0;25;1;0;2;0;0;0;8;0;5;0;0;0;0;4;1;1;0;0;0;0;0;2;0;9;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;19;1;1;1;0;3;0;1;0;0;0;0;0;0;0;2;1;0;13;4;1;8;1;5;5;4;4;2;2;0;0;4;2;2;24;6;2;1;2;0;0;0;16;1;1;1;3;0;1;0;0;0;13;4;8;5;5;4;4;3;2;0;1;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;3;1;0;1;0;14;2;4;2;3;1;2;0;0;0;14;2;0;0;0;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1
35677-6547;insucesso;0;0;0;0;0;0;15;0;0;0;0;0;0;4;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;1;0;5;1;2;0;1;0;0;0;0;1;1;1;0;4;0;0;3;0;2;2;1;1;0;0;0;0;0;0;0;12;0;0;0;0;0;1;1;6;1;0;0;2;0;1;1;0;0;4;0;3;1;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35686-5102;SUCESSO;0;0;0;0;0;0;50;0;0;3;0;0;0;9;0;4;0;2;0;0;0;0;2;2;0;0;0;0;3;1;8;2;2;1;1;0;0;0;0;3;2;0;2;1;0;0;0;0;0;0;0;2;2;0;0;0;27;2;0;0;0;12;0;6;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;29;0;0;0;0;0;0;0;18;2;0;0;6;0;3;0;0;0;2;0;1;0;0;0;0;1;4;0;3;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;2;2;2;0;2;0;0;0;0;0;0;0;2;3;0;1;7;1;0;2;0;16;0;5;3;6;2;2;1;0;2;5;1;0;0;0;3;2;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0
35699-5102;SUCESSO;0;0;0;0;0;2;36;0;0;3;0;0;0;5;0;3;0;1;1;0;1;0;0;0;0;1;2;2;1;1;4;1;0;0;0;1;1;0;0;3;3;0;0;0;0;7;7;0;2;0;0;0;0;8;0;4;17;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;26;1;0;0;0;0;0;0;9;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;3;3;0;5;2;0;2;1;1;1;0;0;0;3;0;0;1;0;0;0;0;1;1;1;0;3;0;0;1;2;11;0;2;1;3;1;1;1;0;1;13;1;1;7;4;0;0;0;0;0;0;3;0;0;1;0;0;0;2;0;0;0
35700-5102;SUCESSO;0;0;0;0;0;0;16;0;0;3;0;2;0;5;0;1;0;0;0;0;0;0;0;0;0;4;0;0;1;0;3;0;2;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;12;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;1;0;0;0;0;2;2;2;2;0;5;2;0;4;0;0;3;0;2;2;0;2;4;1;0;1;0;15;0;0;0;3;0;0;0;0;0;13;1;0;11;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
35709-5102;SUCESSO;0;0;0;0;0;0;37;0;0;2;0;2;0;14;0;8;0;2;0;0;1;1;4;2;0;0;1;1;2;0;7;0;3;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;36;3;0;0;1;19;2;11;0;6;4;4;2;0;2;2;1;0;7;0;0;4;3;2;0;0;0;0;0;0;0;1;0;0;43;1;0;0;0;0;0;0;25;0;0;0;11;0;6;3;2;2;5;0;3;1;0;0;0;1;12;0;6;3;0;0;1;3;0;0;2;1;0;2;0;0;1;0;1;1;1;1;0;8;0;0;5;0;0;1;0;1;1;0;1;4;1;0;1;0;20;1;1;0;5;0;1;1;0;0;6;0;0;2;0;2;1;0;0;1;1;4;0;0;3;0;1;0;1;0;0;0
35718-4912;SUCESSO;4;0;0;1;0;2;36;2;0;1;0;0;0;15;1;4;1;1;0;0;1;0;2;0;0;1;1;0;1;1;6;0;3;2;2;0;1;0;0;3;3;0;2;1;0;2;1;1;0;1;0;1;1;6;0;2;21;4;2;2;1;9;1;7;0;6;2;1;1;0;1;2;1;0;5;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;27;1;1;0;0;0;0;0;12;2;2;0;7;0;5;5;1;1;3;0;0;0;0;0;0;0;4;0;2;1;1;0;0;3;0;0;3;1;0;2;0;0;0;0;1;1;1;0;0;4;0;0;0;0;0;0;0;1;1;1;0;3;0;0;1;1;27;0;3;2;8;1;5;3;0;0;12;1;1;6;2;0;0;0;0;2;0;1;0;0;0;0;15;7;1;0;1;0
35729-4912;SUCESSO;7;0;0;0;0;0;56;4;0;1;0;0;0;19;3;7;2;1;0;0;0;0;1;1;0;0;0;0;3;0;2;0;1;0;0;0;1;0;0;5;5;0;1;0;0;4;3;1;0;1;0;0;0;0;0;0;45;9;5;2;2;15;2;6;0;2;1;1;0;0;0;1;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;58;4;1;0;0;0;0;0;22;5;2;0;5;1;2;0;0;0;2;0;0;0;0;0;0;0;9;1;4;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;2;0;0;1;0;0;0;0;0;2;0;0;6;0;0;0;0;11;0;2;0;3;2;1;0;0;0;3;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;5;1;1;0;1;1
35738-4912;SUCESSO;2;1;0;0;0;0;28;1;0;7;0;1;0;5;0;3;1;1;1;1;0;0;0;0;0;0;5;5;1;1;7;0;1;0;1;1;0;0;0;3;3;0;3;0;0;1;0;0;0;0;0;1;1;4;0;2;20;2;0;0;0;6;0;5;0;5;2;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;25;3;0;0;1;0;0;0;10;2;0;0;1;0;1;1;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;3;0;2;7;2;0;6;1;3;3;0;0;3;4;2;2;0;0;0;0;0;0;3;0;2;5;1;0;3;3;16;1;1;0;4;0;1;0;0;1;9;1;0;3;2;3;2;0;0;2;0;1;0;0;0;0;4;2;1;0;1;1
