IdAluno;Resultado;11>;13>;14>;14>14>;14>14>14>;14>14>31>;14>31>;14>31>14>;14>31>14>31>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>31>48>29>;14>32>;14>32>31>;14>38>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>42>;14>48>;14>49>;14>7>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;16>31>31>;16>31>48>;17>;17>30>;17>30>30>;17>30>31>;17>31>;28>;28>30>;29>;29>14>;29>29>;29>30>;29>4>;29>48>;29>48>29>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>31>30>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>30>;30>32>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>32>;31>32>31>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>30>;31>48>48>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>33>;38>36>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;47>;47>48>;48>;48>13>;48>14>;48>14>31>;48>29>;48>29>14>;48>29>30>;48>29>48>;48>29>48>29>;48>30>;48>30>30>;48>31>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;6>;6>6>;7>;8>;8>7>
32366-4429;insucesso;0;0;10;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;10;2;1;0;4;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;1;5;0;0;0;2;1;1;1;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
32369-4912;SUCESSO;2;0;25;0;0;0;12;0;0;2;0;0;0;1;2;1;0;4;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;3;2;0;0;1;0;0;3;1;0;0;0;0;0;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;7;3;1;0;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;1;0;0;0;2;0;0;1;1;0;0;13;0;0;0;2;0;1;0;0;0;0;8;0;4;3;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
32377-4429;SUCESSO;0;0;18;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;6;0;1;0;0;1;1;0;1;0;2;2;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;3;2;1;1;0;0;0;18;0;0;0;3;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;2;0
32380-4224;SUCESSO;0;1;32;2;0;1;10;0;0;3;0;0;0;0;3;1;0;1;0;0;0;1;7;1;3;1;0;1;0;0;0;0;3;3;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;19;1;0;0;7;1;3;2;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;3;2;26;0;0;0;0;10;0;0;0;3;2;1;0;0;0;0;0;0;1;3;1;0;2;0;0;0;3;0;2;0;4;3;3;1;0;1;1;1;0;0;7;0;0;0;1;1;1;0;0;7;0;0;1;4;0;0;22;0;2;0;6;0;2;0;0;2;0;8;1;0;0;0;0;0;0;0;4;2;0;1;0;1;0;1;0;0;0;1;0;0
32422-5102;SUCESSO;0;0;12;2;0;0;4;1;0;2;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;4;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;6;1;1;0;0;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;3;0;0;2;1;1;1;0;0;2;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
32508-4429;SUCESSO;0;0;25;0;0;0;6;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;2;0;0;1;0;0;0;15;0;1;0;2;0;0;0;0;0;0;3;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0
32525-4428;SUCESSO;0;8;10;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;1;0;0;5;0;0;0;0;0;0;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;11;0;0;0;2;0;1;0;0;0;0;8;1;1;0;1;0;0;0;0;1;0;0;2;0;2;0;0;1;0;0;0;0;0
32577-6019;SUCESSO;2;0;23;0;0;0;13;0;0;5;0;2;0;2;1;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;3;0;1;0;0;3;2;0;2;1;1;1;1;0;0;0;0;0;0;24;1;0;0;11;0;5;2;1;0;0;0;1;0;0;7;1;3;1;1;1;0;0;0;5;1;0;29;3;1;1;1;17;0;0;0;8;3;2;1;3;1;1;0;0;1;3;2;1;1;1;2;0;1;0;1;0;1;0;0;1;1;2;2;1;0;0;2;1;0;0;0;2;1;0;0;4;0;0;2;0;0;0;19;0;2;1;4;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
32619-6019;SUCESSO;2;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;2;0;0;0;2;2;1;0;1;5;0;0;1;0;0;0;12;0;1;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32885-4429;SUCESSO;0;0;11;5;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;2;1;0;0;1;1;0;0;0;1;0;0;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;2;0;0;2;0;0;1;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;21;0;1;0;5;0;4;3;1;0;0;5;0;1;0;3;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;1;1;0
32891-4428;SUCESSO;0;3;44;4;0;2;24;1;0;2;1;1;1;0;5;0;1;12;11;0;0;0;13;1;4;1;0;1;2;0;0;0;5;3;1;0;0;2;2;0;0;0;2;0;0;28;13;0;0;0;9;3;3;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;38;4;2;1;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;7;0;1;0;0;1;0;25;23;0;0;4;1;1;3;0;2;2;2;2;0;6;1;0;1;2;2;0;0;1;5;1;0;1;0;0;2;27;0;6;0;7;1;1;0;1;2;0;32;1;8;4;26;11;0;7;2;0;0;0;2;0;6;1;5;3;0;0;0;0;0
32892-4428;insucesso;0;1;7;0;0;0;6;0;0;2;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7;5;0;1;2;2;8;5;1;0;2;0;0;1;0;0;0;0;0;0;23;1;0;0;6;0;6;2;1;0;0;0;2;0;0;6;0;4;0;1;0;0;0;0;0;6;0;26;0;0;0;0;16;1;0;0;4;4;1;1;4;2;0;0;0;3;4;3;1;0;0;2;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;1;1;1;2;0;0;0;0;2;1;14;0;0;0;1;0;0;0;0;7;1;2;4;1;1;0;1;1;0;0;0;0;0
32892-4912;SUCESSO;3;0;6;1;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;0;2;0;0;0;2;4;4;0;0;0;0;0;0;0;10;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;12;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;1;0;0;0;1;0;0;0;2;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32897-4912;insucesso;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
32933-4428;SUCESSO;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;0;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;1;0;0;4;0;0;0;0;3;1;5;0;0;0;4;0;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;3;1;0;2;2;1;0;3;2;0;0;7;1;0;5;0;1;1;0;0;0;2;1;0;0;0;1;0;0;0;3;0;0;0;1;0;0;12;0;0;0;4;0;2;0;3;0;0;5;0;0;0;3;0;0;2;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0
32935-4429;insucesso;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;1;3;0;0;1;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32948-4428;SUCESSO;0;1;30;1;0;1;18;0;0;4;0;0;0;1;4;0;1;1;1;0;0;1;2;0;2;0;0;1;0;0;0;0;3;3;0;0;0;0;1;0;0;0;1;0;0;9;2;0;2;0;4;4;16;1;1;0;5;0;2;0;0;0;0;0;0;0;0;4;0;3;1;0;0;0;0;0;0;3;0;32;1;1;1;0;8;1;1;0;1;0;0;0;1;1;0;0;0;2;5;0;0;0;0;1;0;6;4;0;0;0;0;0;0;0;2;2;1;1;1;5;1;1;0;1;2;0;0;0;6;0;0;1;2;0;0;13;0;3;0;6;3;2;2;0;0;0;15;1;0;0;9;2;2;3;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0
32986-4428;insucesso;0;0;10;2;0;1;4;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;4;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;2;0;1;0;0;1;1;6;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;2;1;3;2;0;0;0;0;0;0;0;3;3;1;1;1;5;2;1;0;1;3;0;1;1;6;1;0;3;0;1;0;14;0;1;0;5;1;1;0;0;0;0;4;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
32995-4428;insucesso;0;0;14;4;1;3;8;3;2;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;4;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33161-5102;SUCESSO;0;0;6;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;9;1;0;0;3;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;7;0;0;0;0;4;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;2;0;0;1;3;2;1;0;0;2;0;0;1;4;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33165-4428;insucesso;0;2;59;3;0;0;22;3;1;5;1;2;1;0;3;0;1;2;0;0;0;1;3;0;2;0;1;0;2;0;0;0;1;1;1;0;0;0;3;1;0;0;2;0;0;4;0;0;0;2;0;0;26;2;2;1;7;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;36;10;7;1;0;8;1;1;1;3;1;1;0;0;0;0;0;0;0;4;1;0;1;0;2;1;3;1;0;2;2;1;1;1;0;3;3;1;0;1;4;2;1;0;0;3;1;1;1;7;1;0;2;0;2;2;32;0;1;0;8;1;2;0;1;2;2;10;1;2;0;3;0;0;0;0;3;1;0;4;2;4;0;3;1;0;0;0;0;0
33173-4224;SUCESSO;0;0;18;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;2;2;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;6;2;0;0;3;1;3;1;1;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;5;1;1;2;0;1;0;0;0;2;0;0;1;0;0;0;16;0;1;0;2;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;2;0
33384-4428;SUCESSO;0;0;2;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;0;0;0;3;0;2;0;0;0;0;0;1;1;2;1;0;1;0;0;0;0;0;1;1;2;1;3;0;0;0;0;2;0;0;0;2;2;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0;0;1;0;0;3;0;0;0;1;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
33483-4912;SUCESSO;3;0;42;5;0;1;11;0;0;1;0;1;1;0;1;0;2;2;2;0;0;4;4;2;1;1;0;1;1;0;0;0;3;3;0;1;0;2;4;3;0;1;1;2;1;18;4;0;6;0;8;6;17;2;0;0;5;0;2;1;1;1;1;0;1;0;0;4;0;1;0;0;0;0;0;1;0;4;0;35;2;0;0;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;11;11;0;0;3;1;0;1;0;1;1;1;0;0;3;0;0;0;0;1;1;0;0;6;4;2;1;0;0;0;14;0;3;0;6;0;4;4;0;0;0;21;0;2;0;18;4;6;7;6;0;0;0;0;0;2;0;1;0;0;0;4;0;0
33521-4429;SUCESSO;0;1;15;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;2;4;0;2;0;0;1;1;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13;3;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;3;1;0;2;0;1;1;0;0;0;3;0;0;0;1;1;1;0;0;5;2;0;1;1;0;1;10;0;1;0;2;0;0;0;0;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;4;2;0;1;0;0;0;3;0
33790-4224;insucesso;0;0;8;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;0;2;1;0;0;0;0;1;1;1;1;0;0;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;0;0;4;0;0;0;2;1;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;1;4;1;0;0;2;3;0;1;1;4;0;0;3;0;0;1;11;0;1;1;3;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;1;1
33958-5102;SUCESSO;0;0;22;0;0;0;4;1;0;2;0;1;1;1;0;0;0;0;0;3;3;1;7;1;2;0;0;0;1;0;0;0;4;4;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;21;4;0;0;10;1;7;4;2;1;1;0;0;0;1;4;1;3;0;3;2;0;0;0;0;1;0;20;4;0;0;1;12;3;0;0;5;4;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;0;0;4;3;1;1;1;0;0;2;0;0;0;0;1;1;0;0;3;1;0;1;1;0;0;16;0;3;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0
34561-5102;SUCESSO;0;4;61;6;0;1;22;4;0;11;1;1;1;5;2;1;0;0;0;3;2;3;12;1;4;1;0;20;2;0;0;0;2;2;0;2;0;0;9;9;0;0;0;1;1;5;3;0;1;0;1;1;32;8;4;2;3;0;2;0;0;0;0;0;0;0;0;10;1;6;1;4;4;0;0;7;1;2;0;38;7;1;0;0;25;5;3;0;3;2;0;0;9;6;3;0;0;0;4;2;0;5;1;0;0;1;0;0;0;17;6;3;10;8;2;2;1;1;0;8;2;0;3;1;3;0;0;0;5;0;0;1;1;0;0;22;0;2;1;5;0;1;1;0;0;0;35;4;17;7;3;2;0;1;1;0;0;0;2;1;2;2;0;1;0;0;3;0;0
34845-4912;SUCESSO;4;0;18;1;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;5;0;2;0;0;0;1;0;0;0;1;1;0;1;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;12;1;0;0;0;4;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;3;2;2;0;0;2;0;0;1;4;1;0;1;0;0;0;9;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
34876-6019;SUCESSO;1;0;8;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;3;3;3;3;0;3;1;0;0;3;3;0;0;1;4;1;0;2;0;0;0;10;0;0;0;3;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
34979-4912;insucesso;2;0;52;2;0;1;25;1;0;15;1;5;2;3;2;0;0;0;0;2;2;0;8;1;1;1;2;1;2;0;3;1;3;3;1;2;0;0;6;3;1;0;3;4;0;0;0;0;0;0;0;0;47;8;5;3;11;2;7;0;0;0;0;0;4;0;0;19;5;13;0;9;8;4;3;2;0;1;0;62;9;6;3;2;40;5;3;2;10;6;0;0;10;9;7;6;4;1;5;1;1;3;0;1;1;1;0;0;0;11;3;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;1;1;1;4;0;2;0;2;0;0;7;0;1;0;0;0;0;0;0;0;0;0;2;1;7;4;1;4;8;0;1;3;1
35067-4912;SUCESSO;2;0;50;2;0;0;16;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;3;3;0;1;0;0;4;3;0;3;1;0;0;1;0;0;0;0;0;0;21;1;0;0;7;0;0;0;0;0;0;0;1;1;1;4;1;2;0;1;1;0;0;1;1;1;0;31;2;0;0;0;10;1;0;0;2;0;0;0;1;1;0;0;0;0;2;0;0;1;0;1;0;1;1;0;0;5;2;1;1;0;2;2;1;1;0;3;0;0;0;2;2;1;0;1;5;1;1;2;0;0;1;30;0;1;1;3;0;0;0;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0
35425-5102;SUCESSO;0;0;17;1;0;0;4;0;0;2;0;1;0;0;0;0;1;0;0;0;0;1;4;0;1;0;0;0;0;0;0;0;3;3;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;2;2;2;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;2;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;4;1;0;2;1;1;0;0;0;1;0;0;1;0;0;0;17;0;1;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
35491-4912;SUCESSO;3;1;46;2;0;1;14;0;0;8;0;1;1;0;1;0;0;1;0;2;0;2;9;0;3;1;0;2;2;0;0;0;3;2;0;2;0;0;2;1;0;0;1;0;0;1;0;0;0;0;1;0;45;4;1;1;8;0;5;2;1;1;0;2;3;3;0;12;0;11;4;4;3;0;0;0;0;1;0;49;3;1;0;0;27;1;0;0;5;3;0;0;10;9;3;0;0;1;1;1;1;0;0;0;0;1;0;1;0;4;2;0;1;0;3;3;1;1;2;4;3;2;0;1;3;0;0;1;7;2;0;2;0;0;0;15;0;1;0;6;1;1;0;2;1;0;5;0;1;0;1;0;0;1;0;1;1;0;0;0;2;1;0;2;0;0;1;0;0
35500-4912;SUCESSO;9;0;45;4;0;0;14;0;0;5;0;2;0;1;1;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;4;3;0;3;1;0;0;0;0;0;0;0;0;0;22;2;0;0;8;0;3;1;0;0;0;0;0;0;0;8;0;4;2;0;0;0;0;0;2;0;0;35;0;0;0;0;14;1;0;0;6;3;1;0;1;0;0;0;0;0;4;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;3;2;1;2;2;3;1;0;1;7;1;1;3;0;0;0;20;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0
35547-4912;SUCESSO;4;0;34;2;0;1;12;1;0;6;1;2;1;1;0;0;0;1;0;0;0;1;7;0;1;0;0;0;0;0;0;0;4;4;1;3;0;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;43;2;0;0;15;0;6;3;1;1;1;0;1;1;1;5;1;3;1;2;1;0;0;0;0;4;0;32;7;2;1;2;15;2;0;0;3;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;1;0;0;1;1;1;1;1;0;0;18;0;0;0;1;1;1;0;0;3;1;1;0;0;0;1;19;0;0;0;2;0;0;0;0;0;0;8;0;0;0;1;1;1;0;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0
